time,AirTemp,ShortWave,LongWave,RelHum,WindSpeed,Rain,Snow
2015-07-07 16:00:00,28.29,483.51,382.08,62.28,1.98,0,0
2015-07-07 17:00:00,27.45,238.13,387.19,66.33,0.82,0,0
2015-07-07 18:00:00,25.01,83.29,406.38,82.3,0.65,0,0
2015-07-07 19:00:00,25.45,11.91,410.32,71.47,1.01,0,0
2015-07-07 20:00:00,23.68,0,399.69,75.23,0.76,0,0
2015-07-07 21:00:00,22.68,0,376.51,89.5,0.8,0,0
2015-07-07 22:00:00,21.59,0,378.13,91.7,1.2,0,0
2015-07-07 23:00:00,21.06,0,379.88,93.5,0.81,0,0
2015-07-08 00:00:00,20.93,0,378.54,93.4,0.78,0,0
2015-07-08 01:00:00,20.57,0,376.2,95.1,1.16,0,0
2015-07-08 02:00:00,20.35,0,387.89,96.1,1.6,0,0
2015-07-08 03:00:00,21.24,0.12,398.89,89.7,1.14,0,0
2015-07-08 04:00:00,22.63,0.03,402.93,73.99,1.38,0,0
2015-07-08 05:00:00,24.25,7.14,409.71,68.78,2.91,0,0
2015-07-08 06:00:00,23.45,44.52,414.53,74.2,4.16,0,0
2015-07-08 07:00:00,23.05,66.95,417.99,78.84,3.95,0.00122,0
2015-07-08 08:00:00,22.21,128.83,417.64,84.3,2,0.00122,0
2015-07-08 09:00:00,22.64,194.22,418.65,85.5,1.23,0.00122,0
2015-07-08 10:00:00,22.52,205.09,415.18,88.9,0.59,0,0
2015-07-08 11:00:00,23.14,519.44,414.71,89.7,1.05,0,0
2015-07-08 12:00:00,25.5,345.33,418.11,73.38,1.77,0,0
2015-07-08 13:00:00,25.21,215.52,418.05,76.77,1.67,0,0
2015-07-08 14:00:00,24.86,267.14,417.52,76.54,0.96,0,0
2015-07-08 15:00:00,25.83,240.07,418.54,72.89,2.15,0,0
2015-07-08 16:00:00,24.9,179.62,416.19,77.5,1.9,0,0
2015-07-08 17:00:00,24.69,105.6,415.58,77.75,1.7,0,0
2015-07-08 18:00:00,24.35,21.11,422.39,77.62,1.49,0,0
2015-07-08 19:00:00,24.01,2.21,416.64,79.43,3.44,0,0
2015-07-08 20:00:00,23.48,0,419.48,81,2.58,0,0
2015-07-08 21:00:00,22.84,0,421.57,86.1,1.81,0.00122,0
2015-07-08 22:00:00,22.78,0,417.38,90.4,0.79,0,0
2015-07-08 23:00:00,22.81,0,413.72,87,2.46,0,0
2015-07-09 00:00:00,23.17,0,398.86,80.1,3,0,0
2015-07-09 01:00:00,22.64,0,378.96,80.2,1.85,0,0
2015-07-09 02:00:00,23.26,0,378.67,76.45,4.2,0,0
2015-07-09 03:00:00,23.26,0,376.65,81.1,4.05,0,0
2015-07-09 04:00:00,22.97,0,377.96,83.2,3.05,0,0
2015-07-09 05:00:00,22.19,11.23,371.65,86.5,3.95,0,0
2015-07-09 06:00:00,22.93,47.32,372.78,84.5,2.87,0,0
2015-07-09 07:00:00,23.43,265.93,373.43,82.3,3.74,0,0
2015-07-09 08:00:00,24.66,328.73,373.79,76.97,2.11,0,0
2015-07-09 09:00:00,26.24,699.09,379.68,71.09,2.28,0,0
2015-07-09 10:00:00,26.26,409.66,418.31,71.8,1.75,0,0
2015-07-09 11:00:00,26.61,397.2,424.13,69.3,1.88,0,0
2015-07-09 12:00:00,26.71,390.05,426.54,67.73,1.6,0,0
2015-07-09 13:00:00,27.14,412.92,418.62,64.81,1.72,0,0
2015-07-09 14:00:00,31.15,688.7,395.02,47.22,2.21,0,0
2015-07-09 15:00:00,31.11,623.15,397.47,44.89,2.38,0,0
2015-07-09 16:00:00,30.57,188.12,432.9,44.1,3.05,0,0
2015-07-09 17:00:00,29.31,284.6,409.09,46.79,2.19,0,0
2015-07-09 18:00:00,27.88,56.37,413.84,65.21,1.68,0,0
2015-07-09 19:00:00,28.03,17.52,403.89,57.16,1.35,0,0
2015-07-09 20:00:00,26.71,0,402.43,61.78,1.83,0,0
2015-07-09 21:00:00,26.65,0,396.53,54.79,3.01,0,0
2015-07-09 22:00:00,25.81,0,390.53,61.21,2.22,0,0
2015-07-09 23:00:00,25.55,0,389.99,64.17,2.43,0,0
2015-07-10 00:00:00,25.04,0,386.84,69.87,1.76,0,0
2015-07-10 01:00:00,24.43,0,408.33,71.38,1.08,0,0
2015-07-10 02:00:00,24.12,0,391.18,74.26,3.13,0,0
2015-07-10 03:00:00,24.06,0,384.52,73.61,1.91,0,0
2015-07-10 04:00:00,23.81,0,401.4,72.93,2.14,0,0
2015-07-10 05:00:00,23.23,12.68,399.85,78.4,1.16,0,0
2015-07-10 06:00:00,23.49,67.14,408.48,74.1,0.9,0,0
2015-07-10 07:00:00,23.3,136.73,401.21,77.22,1.99,0,0
2015-07-10 08:00:00,23.9,244.58,398.16,76.63,0.66,0,0
2015-07-10 09:00:00,24.77,423.81,393.56,74.49,1.76,0,0
2015-07-10 10:00:00,26.15,690,397.77,68.85,2.62,0,0
2015-07-10 11:00:00,26.93,618.55,401.69,64.94,3.78,0,0
2015-07-10 12:00:00,27.83,550.22,405.36,59.39,2.56,0,0
2015-07-10 13:00:00,29.05,547.98,407.04,53.84,2.51,0,0
2015-07-10 14:00:00,29.08,422.8,413.97,52.25,2.08,0,0
2015-07-10 15:00:00,29.15,491.43,409.63,52.05,1.81,0,0
2015-07-10 16:00:00,30.01,542.55,390.63,51.02,1.37,0,0
2015-07-10 17:00:00,29.81,331.21,389.98,53.24,1.34,0,0
2015-07-10 18:00:00,26.86,77.61,400.06,77.51,2.35,0,0
2015-07-10 19:00:00,24.55,12.15,373.78,63.34,5.53,0,0
2015-07-10 20:00:00,22.78,0,372.02,75.65,3.49,0,0
2015-07-10 21:00:00,22.5,0,373.32,75.39,2.23,0,0
2015-07-10 22:00:00,21.89,0,378.33,82.6,2.42,0,0
2015-07-10 23:00:00,21.21,0,389.8,87.9,1.68,0,0
2015-07-11 00:00:00,20.89,0,406.12,87.9,2.81,0,0
2015-07-11 01:00:00,20.98,0,410.74,89,1.81,0,0
2015-07-11 02:00:00,21.18,0,414.93,89.1,1.48,0.00975,0
2015-07-11 03:00:00,20.55,0,412.81,95.5,1.02,0.00853,0
2015-07-11 04:00:00,20.55,0,402.7,93.6,2.81,0,0
2015-07-11 05:00:00,20.35,5.53,391.34,95.2,1.26,0,0
2015-07-11 06:00:00,20.95,58.84,404,90.5,4.01,0,0
2015-07-11 07:00:00,21.06,202.4,393.84,91.7,2.89,0,0
2015-07-11 08:00:00,22.47,336.23,386.99,84.5,1.47,0,0
2015-07-11 09:00:00,23.72,585.76,392.38,76.89,4.72,0,0
2015-07-11 10:00:00,24.56,634.33,392.05,72.57,5.62,0,0
2015-07-11 11:00:00,23.81,525.29,391.94,78.41,4.66,0,0
2015-07-11 12:00:00,24.27,636.5,384.94,73.93,1.43,0,0
2015-07-11 13:00:00,25.21,627.63,380.66,70.45,2.13,0,0
2015-07-11 14:00:00,25.84,456.4,386.6,70.98,2.46,0,0
2015-07-11 15:00:00,26.64,451.33,395.49,63.12,1.93,0,0
2015-07-11 16:00:00,26.97,419.71,390.97,64.4,0.52,0,0
2015-07-11 17:00:00,26.64,226.96,382.01,66.16,1.53,0,0
2015-07-11 18:00:00,25.29,88.58,381.72,78.29,0.52,0,0
2015-07-11 19:00:00,24.6,22.17,389.38,73.78,1.38,0,0
2015-07-11 20:00:00,23.48,0,374.88,81.8,1.77,0,0
2015-07-11 21:00:00,22.13,0,399.72,90.6,0.57,0,0
2015-07-11 22:00:00,22.1,0,388.93,86.8,0.59,0,0
2015-07-11 23:00:00,21.76,0,364.3,86.4,1.23,0,0
2015-07-12 00:00:00,20.81,0,387.7,91.1,0.99,0,0
2015-07-12 01:00:00,20.72,0,402.49,92.4,0.56,0,0
2015-07-12 02:00:00,20.73,0,361.07,93.9,0.44,0,0
2015-07-12 03:00:00,19.49,0,373.87,95.7,1.46,0,0
2015-07-12 04:00:00,19.19,0,367.79,95,1.06,0,0
2015-07-12 05:00:00,18.92,8.01,353.51,96.5,1.89,0,0
2015-07-12 06:00:00,18.81,53.06,348.71,97.6,1.03,0,0
2015-07-12 07:00:00,19.6,257.87,356.1,95.3,0.59,0,0
2015-07-12 08:00:00,22.23,310.81,371.87,80.5,1.51,0,0
2015-07-12 09:00:00,22.7,511.86,361.39,69.15,0.69,0,0
2015-07-12 10:00:00,24.28,395.6,367.36,63.53,0.52,0,0
2015-07-12 11:00:00,25.06,612.38,381.52,61.91,1.92,0,0
2015-07-12 12:00:00,25.66,564.12,386.83,61.9,1.71,0,0
2015-07-12 13:00:00,25.34,534.78,391.56,67.88,1.57,0,0
2015-07-12 14:00:00,25.87,570.37,384.99,65.09,1.25,0,0
2015-07-12 15:00:00,26.01,448.67,392.7,64.89,0.96,0,0
2015-07-12 16:00:00,25.65,186.94,403.07,69.21,1.77,0,0
2015-07-12 17:00:00,24.41,73.07,416.61,79.7,1.12,0.00732,0
2015-07-12 18:00:00,21.99,48.93,412.72,91.7,0.89,0,0
2015-07-12 19:00:00,21.51,5.95,409.1,95.5,0.12,0,0
2015-07-12 20:00:00,20.98,0,395.24,95.4,0.28,0,0
2015-07-12 21:00:00,20.58,0,409.38,97.9,0.57,0,0
2015-07-12 22:00:00,20.63,0,416.64,97.9,1.84,0.02073,0
2015-07-12 23:00:00,19.83,0,411.44,97.7,0.75,0.10729,0
2015-07-13 00:00:00,19.37,0,409.59,98.7,1.64,0.02195,0
2015-07-13 01:00:00,18.68,0,409.9,98,2.55,0.02195,0
2015-07-13 02:00:00,19.33,0,412.38,98,0.8,0,0
2015-07-13 03:00:00,19.3,0,411.91,98.9,0.39,0,0
2015-07-13 04:00:00,19.32,0,410.09,97.7,1.03,0.05974,0
2015-07-13 05:00:00,19.47,0.24,407.94,98.5,0.64,0.01951,0
2015-07-13 06:00:00,18.8,26.49,404.46,97.6,1.24,0.02926,0
2015-07-13 07:00:00,18.5,173.96,401.97,98.8,2.01,0,0
2015-07-13 08:00:00,19.61,355.03,393.48,95.4,1.24,0,0
2015-07-13 09:00:00,21.69,563.37,396.11,87.1,2.2,0,0
2015-07-13 10:00:00,22.63,588.38,386.75,89.5,0.71,0.00122,0
2015-07-13 11:00:00,25.87,647.32,383.41,69.62,1.34,0,0
2015-07-13 12:00:00,26.79,485.84,392.07,69.97,1.97,0,0
2015-07-13 13:00:00,27.41,389.32,404.04,70.63,1.72,0,0
2015-07-13 14:00:00,27.59,324.95,399.2,70.78,2.1,0,0
2015-07-13 15:00:00,27.84,646.66,390.22,70.62,1.63,0,0
2015-07-13 16:00:00,27.51,432.25,387.16,73.32,1.21,0,0
2015-07-13 17:00:00,26.16,112.95,407.57,84.02,0.49,0,0
2015-07-13 18:00:00,25.03,33.76,407.44,90.59,0.51,0,0
2015-07-13 19:00:00,22.44,2.91,404.45,89.6,4.06,0.18288,0
2015-07-13 20:00:00,19.42,0,383.5,97.92,2.36,0,0
2015-07-13 21:00:00,19.56,0,389.58,96.16,1.42,0,0
2015-07-13 22:00:00,19.47,0,399.63,98.29,0.84,0,0
2015-07-13 23:00:00,19.45,0,394.06,97.98,0.96,0,0
2015-07-14 00:00:00,19.37,0,389.46,94.36,1.45,0,0
2015-07-14 01:00:00,19.48,0,379.55,90.69,1.41,0,0
2015-07-14 02:00:00,19.01,0,379.29,93.82,1.63,0,0
2015-07-14 03:00:00,19.79,0.16,392.64,86.16,3.33,0,0
2015-07-14 04:00:00,20.33,0.23,397.87,82.14,3.96,0,0
2015-07-14 05:00:00,20.24,6.56,402.36,82.94,4.1,0,0
2015-07-14 06:00:00,20.38,70.2,393.48,83.86,3.92,0,0
2015-07-14 07:00:00,20.75,178.75,380.66,83.02,3.48,0,0
2015-07-14 08:00:00,21.94,344.18,381.59,78.41,3.17,0,0
2015-07-14 09:00:00,22.69,378.62,385.68,76.59,1.83,0,0
2015-07-14 10:00:00,22.99,394.92,380.86,76.28,2.71,0,0
2015-07-14 11:00:00,24.27,632.43,368.6,73.18,1.63,0,0
2015-07-14 12:00:00,29.46,483.06,419.54,60.8,2.17,0,0
2015-07-14 13:00:00,28.52,327.14,425.66,60.58,1.46,0.03048,0
2015-07-14 14:00:00,28.54,301.58,401.67,58.85,1.4,0,0
2015-07-14 15:00:00,28.9,493.2,410.99,61.35,1.17,0,0
2015-07-14 16:00:00,29.43,531.2,394.69,60.55,2.9,0,0
2015-07-14 17:00:00,28.61,302.73,391.71,60.53,2.32,0,0
2015-07-14 18:00:00,27.12,48.65,399.42,69.42,1.15,0,0
2015-07-14 19:00:00,24.62,1.75,429.91,73.61,2.83,0.01829,0
2015-07-14 20:00:00,21.56,0,402.75,77.97,2.91,0,0
2015-07-14 21:00:00,21.25,0,397.86,73.24,2.51,0,0
2015-07-14 22:00:00,21.73,0,372.7,67.88,3.13,0,0
2015-07-14 23:00:00,21.24,0,366.06,73.18,2.3,0,0
2015-07-15 00:00:00,21.08,0,360.16,76.8,1.99,0,0
2015-07-15 01:00:00,21.64,0,362.36,73.43,2.69,0,0
2015-07-15 02:00:00,20.85,0,362.4,80.05,2.91,0,0
2015-07-15 03:00:00,20.71,0,362.36,81.22,1.78,0,0
2015-07-15 04:00:00,21.35,0,384.59,75.69,2.69,0,0
2015-07-15 05:00:00,20.97,3.37,409.33,79.24,1.25,0,0
2015-07-15 06:00:00,20.7,18.57,410.13,83.04,0.81,0,0
2015-07-15 07:00:00,21.27,63.63,410.8,80.63,1.46,0,0
2015-07-15 08:00:00,22.47,302.68,406.84,72.49,2.48,0,0
2015-07-15 09:00:00,22.88,260.17,408.2,71.73,2.34,0,0
2015-07-15 10:00:00,23.38,370.14,407.84,71.19,2.84,0,0
2015-07-15 11:00:00,24.65,514.89,382.2,65.89,3.59,0,0
2015-07-15 12:00:00,25.51,503.13,388.1,62.45,3.29,0,0
2015-07-15 13:00:00,25.9,478.77,400.24,61.68,4.5,0,0
2015-07-15 14:00:00,25.81,341.65,418.03,62.5,3.37,0,0
2015-07-15 15:00:00,25.65,362.46,409.8,65.41,2.51,0,0
2015-07-15 16:00:00,24.96,132.96,414.75,68.34,2.19,0,0
2015-07-15 17:00:00,24.46,151.63,382.38,69.94,3.61,0,0
2015-07-15 18:00:00,24.24,37.03,378.03,72.16,4.14,0,0
2015-07-15 19:00:00,23.95,7.05,377.62,73.63,4.63,0,0
2015-07-15 20:00:00,23.5,0,406.96,74.52,4.82,0,0
2015-07-15 21:00:00,23.28,0,406.82,74.17,5.05,0,0
2015-07-15 22:00:00,22.88,0,411.57,77.03,3.8,0,0
2015-07-15 23:00:00,22.65,0,407.17,79.11,3.11,0,0
2015-07-16 00:00:00,22.29,0,391.72,80.6,3.29,0,0
2015-07-16 01:00:00,21.14,0,368.01,85.51,3.59,0,0
2015-07-16 02:00:00,20.51,0,369.52,88.03,3.83,0,0
2015-07-16 03:00:00,20.66,0,375.72,84.71,3.59,0,0
2015-07-16 04:00:00,21.11,0,391.19,82.23,2.96,0,0
2015-07-16 05:00:00,21.11,3.74,412.25,83.18,1.42,0,0
2015-07-16 06:00:00,20.95,54.78,407.48,84.22,0.8,0,0
2015-07-16 07:00:00,21.2,216.59,391.64,79.41,2.1,0,0
2015-07-16 08:00:00,21.5,234.76,373.57,79.36,1.84,0,0
2015-07-16 09:00:00,21.54,300.42,395.33,85.37,1.96,0,0
2015-07-16 10:00:00,22.36,486.73,396.97,81.23,1.84,0,0
2015-07-16 11:00:00,23.91,528.94,396.4,73.52,0.65,0,0
2015-07-16 12:00:00,24.49,491,388.59,71.03,1.52,0,0
2015-07-16 13:00:00,25.36,538.38,383.95,69.01,1.44,0,0
2015-07-16 14:00:00,25.63,359.22,386.98,69.71,2.58,0,0
2015-07-16 15:00:00,25.55,699.88,374.26,71.76,3.06,0,0
2015-07-16 16:00:00,25.38,533.65,370.23,71.94,2.45,0,0
2015-07-16 17:00:00,24.81,326.85,382.74,74.01,1.65,0,0
2015-07-16 18:00:00,23.76,56.83,374.77,78.45,1.41,0,0
2015-07-16 19:00:00,22.98,8.56,373.32,77.73,0.69,0,0
2015-07-16 20:00:00,22.22,0,369.74,74.94,0.71,0,0
2015-07-16 21:00:00,21.74,0,368.4,73.11,1.11,0,0
2015-07-16 22:00:00,21.7,0,402.9,67.35,0.82,0,0
2015-07-16 23:00:00,21.59,0,399.75,63.46,0.74,0,0
2015-07-17 00:00:00,20.93,0,374.11,68.58,0.84,0,0
2015-07-17 01:00:00,20.51,0,400.13,74.28,0.82,0,0
2015-07-17 02:00:00,19.83,0,362.46,81.43,0.85,0,0
2015-07-17 03:00:00,19.26,0,383.06,88.61,0.53,0,0
2015-07-17 04:00:00,19.54,0,386.88,89.59,1.23,0,0
2015-07-17 05:00:00,19.66,7.78,401.38,88.41,1.28,0,0
2015-07-17 06:00:00,19.83,35.06,407.78,89.19,1.17,0,0
2015-07-17 07:00:00,20.09,152.58,398.41,88.98,1.07,0,0
2015-07-17 08:00:00,21.09,313.5,376.6,86.52,2,0,0
2015-07-17 09:00:00,22.27,427.52,392.33,83.19,2.31,0,0
2015-07-17 10:00:00,22.85,453.55,398.29,82.14,2.85,0,0
2015-07-17 11:00:00,23.79,473.38,405.23,79.46,2.84,0,0
2015-07-17 12:00:00,24.6,555.66,404.9,77.84,2.57,0,0
2015-07-17 13:00:00,25.51,513.21,403.32,76.08,2.85,0,0
2015-07-17 14:00:00,26.06,548.73,395.07,74.65,2.51,0,0
2015-07-17 15:00:00,26.51,479.97,395.2,74.5,2.1,0,0
2015-07-17 16:00:00,26.52,451.11,397.44,75.52,2.23,0,0
2015-07-17 17:00:00,26.24,264.89,390.4,78.24,2.09,0,0
2015-07-17 18:00:00,25.57,61.19,398.71,82.25,1.25,0,0
2015-07-17 19:00:00,24.78,11.46,407.47,86.83,0.43,0,0
2015-07-17 20:00:00,23.86,0,399.05,90.37,0.44,0,0
2015-07-17 21:00:00,23.51,0,407.16,91.58,0.26,0,0
2015-07-17 22:00:00,23.12,0,399.73,93.09,0.28,0,0
2015-07-17 23:00:00,22.83,0,413.19,95.17,0.52,0,0
2015-07-18 00:00:00,22.6,0,398.87,95.79,0.46,0,0
2015-07-18 01:00:00,22.12,0,383.74,95.97,0.67,0,0
2015-07-18 02:00:00,21.6,0,379.57,97,1.37,0,0
2015-07-18 03:00:00,21.15,0,379.38,97.08,1.11,0,0
2015-07-18 04:00:00,20.9,0,375.06,97.24,1.72,0,0
2015-07-18 05:00:00,21.38,14.52,383.17,94.99,1.31,0,0
2015-07-18 06:00:00,22.67,59.99,407.76,90.07,1.24,0,0
2015-07-18 07:00:00,23.62,189.58,404.56,84.43,2.11,0,0
2015-07-18 08:00:00,24.08,126.03,410.7,82.44,1.6,0,0
2015-07-18 09:00:00,24.09,156.03,412.21,85.98,1.33,0,0
2015-07-18 10:00:00,24.63,202.08,412.48,83.68,1.37,0,0
2015-07-18 11:00:00,26.22,358.16,400.77,75.23,1.08,0,0
2015-07-18 12:00:00,28.28,555.98,394.23,65.2,1.16,0,0
2015-07-18 13:00:00,29.45,444.1,404.04,59.29,1.2,0,0
2015-07-18 14:00:00,27.89,291.51,417.51,73.83,1.05,0.07315,0
2015-07-18 15:00:00,25.46,536.61,409.3,93.43,1.9,0,0
2015-07-18 16:00:00,25.83,390.37,402.83,92.6,1.66,0,0
2015-07-18 17:00:00,25.75,190.04,398.33,88.82,1.07,0,0
2015-07-18 18:00:00,25,49.37,395.09,90.48,1.34,0,0
2015-07-18 19:00:00,23.99,3.27,392.39,92.62,1.68,0,0
2015-07-18 20:00:00,23.38,0,399.33,95.47,1.66,0,0
2015-07-18 21:00:00,22.86,0,388.87,96.8,1.81,0,0
2015-07-18 22:00:00,23.19,0,390.98,94.33,2.08,0,0
2015-07-18 23:00:00,23.35,0,389.56,92.81,2.54,0,0
2015-07-19 00:00:00,24,0,389.99,85.39,2.18,0,0
2015-07-19 01:00:00,24.1,0,386.6,83.71,1.49,0,0
2015-07-19 02:00:00,23.38,0,388.78,88.27,2.6,0,0
2015-07-19 03:00:00,24.41,0,397.34,81.04,3.55,0,0
2015-07-19 04:00:00,24.23,0,387.14,81.51,4,0,0
2015-07-19 05:00:00,23.93,8.96,385.71,83.51,3.87,0,0
2015-07-19 06:00:00,23.97,61.48,386.85,84.34,3.53,0,0
2015-07-19 07:00:00,25.36,376.81,403.2,79.64,3.14,0,0
2015-07-19 08:00:00,26.18,339.3,403.08,78.81,2.2,0,0
2015-07-19 09:00:00,26.81,673.5,392.88,75.45,2.75,0,0
2015-07-19 10:00:00,27.72,667.66,399.95,69.17,3.12,0,0
2015-07-19 11:00:00,28.15,506.21,407.88,64.97,2.35,0,0
2015-07-19 12:00:00,28.65,596.95,396.38,64.85,2.04,0,0
2015-07-19 13:00:00,29.68,583.1,391.77,56.78,1.84,0,0
2015-07-19 14:00:00,30.08,522.13,416.54,56.55,1.68,0,0
2015-07-19 15:00:00,30.74,690.81,392.56,50.77,2.25,0,0
2015-07-19 16:00:00,30.75,512.26,401.3,55.54,1.44,0,0
2015-07-19 17:00:00,29.43,276.85,397.43,63.87,1.67,0,0
2015-07-19 18:00:00,27.2,53.85,400.74,77.76,1.4,0,0
2015-07-19 19:00:00,25.72,5.91,400.68,82.29,1.5,0,0
2015-07-19 20:00:00,25.36,0,399.57,83.57,1.96,0,0
2015-07-19 21:00:00,25.69,0,397.27,79.88,2.34,0,0
2015-07-19 22:00:00,25.81,0,387.66,78.27,2.31,0,0
2015-07-19 23:00:00,24.68,0,386.85,84.94,1.65,0,0
2015-07-20 00:00:00,24.44,0,399.27,84.06,2.43,0,0
2015-07-20 01:00:00,25.46,0,413.04,76.88,2.9,0,0
2015-07-20 02:00:00,24.4,0,388.28,82.24,3.25,0,0
2015-07-20 03:00:00,22.89,0,384.05,90.78,2.68,0,0
2015-07-20 04:00:00,23.31,0.03,401.45,87.48,2.37,0,0
2015-07-20 05:00:00,24.16,16.23,409.26,82.38,3.31,0,0
2015-07-20 06:00:00,24.19,59.15,410.21,81.07,3.36,0,0
2015-07-20 07:00:00,24.38,263.15,387.32,81.01,2.75,0,0
2015-07-20 08:00:00,25.44,334.48,387.87,76.48,3.04,0,0
2015-07-20 09:00:00,26.67,465.16,401.82,71.68,1.31,0,0
2015-07-20 10:00:00,27.84,576.01,397.01,63.96,1.19,0,0
2015-07-20 11:00:00,28.1,437.32,402.68,60.73,1.78,0,0
2015-07-20 12:00:00,28.44,499.89,395.61,60.67,2.27,0,0
2015-07-20 13:00:00,29.04,681.4,388.33,55.03,2.36,0,0
2015-07-20 14:00:00,29.39,611.84,389.35,55.34,1.32,0,0
2015-07-20 15:00:00,28.47,501.11,386.45,69.57,1.25,0,0
2015-07-20 16:00:00,27.77,449.86,388.8,74.13,1.46,0,0
2015-07-20 17:00:00,27.26,159.99,397.51,76.07,1.06,0,0
2015-07-20 18:00:00,26.07,74.11,397.42,81.15,1.48,0,0
2015-07-20 19:00:00,24.93,5.61,389.64,85.2,1.78,0,0
2015-07-20 20:00:00,23.77,0,386.22,89.37,2.35,0,0
2015-07-20 21:00:00,23.02,0,390.36,91.58,2.63,0,0
2015-07-20 22:00:00,22.66,0,384.92,91.97,2.07,0,0
2015-07-20 23:00:00,22.31,0.01,382.94,85.41,2.58,0,0
2015-07-21 00:00:00,24.95,0,410.17,76.38,3.29,0,0
2015-07-21 01:00:00,24.41,0,417.43,76.66,3.21,0,0
2015-07-21 02:00:00,23.85,0,397.34,78.13,3.16,0,0
2015-07-21 03:00:00,23.22,0,383.06,81.39,2.51,0,0
2015-07-21 04:00:00,22.94,0,388.69,84.07,2.24,0,0
2015-07-21 05:00:00,23.04,9.45,398.86,83.92,2.47,0,0
2015-07-21 06:00:00,23.36,70.71,404.1,83.03,3.06,0,0
2015-07-21 07:00:00,23.65,82.38,409.81,81.43,2.26,0,0
2015-07-21 08:00:00,24.08,197.09,406.57,76.85,1.55,0,0
2015-07-21 09:00:00,24.61,344.17,407.31,71.4,2.75,0,0
2015-07-21 10:00:00,25.3,455.8,406.15,71.25,2.94,0,0
2015-07-21 11:00:00,25.75,364.37,420.86,71.23,2.66,0,0
2015-07-21 12:00:00,26.3,319.84,426.58,70.29,2.18,0,0
2015-07-21 13:00:00,27.02,435.13,404.71,67.72,2.62,0,0
2015-07-21 14:00:00,27.89,340.56,413.13,62.66,2.22,0,0
2015-07-21 15:00:00,27.21,268.82,422.86,64.3,2.52,0,0
2015-07-21 16:00:00,25.68,203.75,423.84,75.36,1.38,0.0061,0
2015-07-21 17:00:00,25.55,149.41,407.91,73.23,1.68,0,0
2015-07-21 18:00:00,25.82,37.59,395.07,69.42,1.72,0,0
2015-07-21 19:00:00,25.56,6.9,417.26,71.5,1.48,0,0
2015-07-21 20:00:00,24.92,0,397.86,72.16,0.9,0,0
2015-07-21 21:00:00,24.01,0,376.03,76.54,1.09,0,0
2015-07-21 22:00:00,23.1,0,374.09,78.75,1.6,0,0
2015-07-21 23:00:00,21.92,0,373.24,85.33,2.42,0,0
2015-07-22 00:00:00,22.31,0,372.78,82.64,2.18,0,0
2015-07-22 01:00:00,22.87,0,373.17,77.99,2.62,0,0
2015-07-22 02:00:00,22.23,0,365.41,79.86,3.48,0,0
2015-07-22 03:00:00,21.9,0,359.12,80.83,3.4,0,0
2015-07-22 04:00:00,21.64,0,354.75,78.88,3.66,0,0
2015-07-22 05:00:00,21.07,6.44,349.27,79.33,2.2,0,0
2015-07-22 06:00:00,21.02,31.64,345.63,78.52,1.94,0,0
2015-07-22 07:00:00,21.42,297.4,338.51,75.51,2.78,0,0
2015-07-22 08:00:00,22.33,336.31,337.68,66.6,2.79,0,0
2015-07-22 09:00:00,22.9,461.45,343.96,59.28,2.56,0,0
2015-07-22 10:00:00,23.58,609.97,349.83,54.88,1.86,0,0
2015-07-22 11:00:00,24.19,569.78,344.8,53.87,2.01,0,0
2015-07-22 12:00:00,28.42,503.35,422.72,62.32,1.65,0,0
2015-07-22 13:00:00,26.48,521.21,356.43,45.01,2.27,0,0
2015-07-22 14:00:00,26.86,545.34,367.28,44.82,1.27,0,0
2015-07-22 15:00:00,26.92,514.92,381.96,49.22,2.01,0,0
2015-07-22 16:00:00,27.22,595.53,385.47,55.16,1.55,0,0
2015-07-22 17:00:00,26.21,322.64,380.19,62.45,1.33,0,0
2015-07-22 18:00:00,24.32,94.07,381.89,73.74,0.53,0,0
2015-07-22 19:00:00,22.82,14.11,383.47,81.67,1.11,0,0
2015-07-22 20:00:00,21.35,0,368.56,84.61,1.77,0,0
2015-07-22 21:00:00,20.24,0,360.41,84.73,2.37,0,0
2015-07-22 22:00:00,19.29,0,357.19,85.77,2.02,0,0
2015-07-22 23:00:00,18.93,0,361.42,86.11,2.2,0,0
2015-07-23 00:00:00,18.67,0,351.69,86.47,2.88,0,0
2015-07-23 01:00:00,18.74,0,382.9,85.13,2.26,0,0
2015-07-23 02:00:00,18.9,0,362.9,83.88,2.3,0,0
2015-07-23 03:00:00,18.45,0,365.7,85.2,2.19,0,0
2015-07-23 04:00:00,18.57,0,389.77,83.61,2.03,0,0
2015-07-23 05:00:00,18.72,4.05,404.15,84.41,1.7,0,0
2015-07-23 06:00:00,18.83,32.27,402.64,86.08,1.19,0,0
2015-07-23 07:00:00,19.69,130.44,403.32,86.02,1.02,0,0
2015-07-23 08:00:00,20.49,110.66,402.49,81.86,1.15,0,0
2015-07-23 09:00:00,21.89,403.38,385.38,72.9,1.35,0,0
2015-07-23 10:00:00,23.11,539.89,375.38,67.27,1.74,0,0
2015-07-23 11:00:00,23.66,511.35,385.3,61.93,1.75,0,0
2015-07-23 12:00:00,24.55,602.83,359.18,57.34,1.56,0,0
2015-07-23 13:00:00,25.33,520.6,368.28,55.55,1.66,0,0
2015-07-23 14:00:00,25.75,567.58,368.7,55.75,1.6,0,0
2015-07-23 15:00:00,26.04,505.45,374.08,57.47,1.28,0,0
