time,AirTemp,ShortWave,LongWave,RelHum,WindSpeed,Rain,Snow
2018-04-25 01:00:00,11.75,0,372.45,99.62,2.63,0.04877,0
2018-04-25 02:00:00,11.74,0,371.38,98.38,3.01,0.03658,0
2018-04-25 03:00:00,11.64,0,370.49,97.26,4.17,0.0061,0
2018-04-25 04:00:00,11.53,0,370.26,96.62,4.64,0,0
2018-04-25 05:00:00,11.38,0.8,370.34,97.2,4.49,0.0061,0
2018-04-25 06:00:00,11.28,14.82,369.4,98.36,3.45,0.05486,0
2018-04-25 07:00:00,11.36,46.1,369.09,98.94,4.02,0.04267,0
2018-04-25 08:00:00,11.72,164.13,370.52,97.41,5.75,0.0061,0
2018-04-25 09:00:00,12.21,256.33,371.57,94.42,6.48,0,0
2018-04-25 10:00:00,12.91,261.06,373.82,91.84,5.78,0,0
2018-04-25 11:00:00,14.35,394.49,373.2,85.24,4.07,0,0
2018-04-25 12:00:00,15.74,431.36,378.05,79.51,3.67,0,0
2018-04-25 13:00:00,17.4,353.94,379.04,75.63,4.59,0,0
2018-04-25 14:00:00,17.94,335.96,394.4,75.15,3.61,0.0061,0
2018-04-25 15:00:00,18.08,467.5,382.75,70.94,2.96,0,0
2018-04-25 16:00:00,20.23,271.51,389.41,61.75,2.03,0,0
2018-04-25 17:00:00,21.07,150.41,333.99,59.97,3.62,0,0
2018-04-25 18:00:00,18.81,24.54,326.9,64.9,4.83,0,0
2018-04-25 19:00:00,16.65,0.05,318.42,67.06,4.39,0,0
2018-04-25 20:00:00,15.4,0,314.89,68.54,3.24,0,0
2018-04-25 21:00:00,15.09,0,318.76,67.93,3.13,0,0
2018-04-25 22:00:00,14.16,0,332.4,74.92,2.91,0,0
2018-04-25 23:00:00,13.53,0,328.09,79.86,2.51,0,0
2018-04-26 00:00:00,13.9,0,346.12,73.57,2.33,0,0
2018-04-26 01:00:00,13.47,0,311.03,74.16,3.52,0,0
2018-04-26 02:00:00,13.33,0,289.86,70.82,4.37,0,0
2018-04-26 03:00:00,12.35,0,291.22,76.99,2.25,0,0
2018-04-26 04:00:00,11.06,0,291.16,75.64,2.1,0,0
2018-04-26 05:00:00,10.57,3.82,300.31,75.32,2.12,0,0
2018-04-26 06:00:00,10.59,52.81,301.66,70.23,4.34,0,0
2018-04-26 07:00:00,11.35,209.05,289.89,64.56,4.97,0,0
2018-04-26 08:00:00,14.53,334.07,282.91,58.48,4.33,0,0
2018-04-26 09:00:00,16.17,715.25,293.38,51.02,2.71,0,0
2018-04-26 10:00:00,16.13,734.6,302.79,44.83,2.09,0,0
2018-04-26 11:00:00,16.32,711.15,314.23,36.66,3.15,0,0
2018-04-26 12:00:00,19.44,621.72,320.74,30.05,2.81,0,0
2018-04-26 13:00:00,21.94,586.88,338.4,34.34,1.03,0,0
2018-04-26 14:00:00,21.91,592.12,339.52,33.89,1.4,0,0
2018-04-26 15:00:00,22.76,304.06,371.35,37.08,1.82,0,0
2018-04-26 16:00:00,22.08,97.56,383.26,40.24,1.55,0,0
2018-04-26 17:00:00,21.13,35.98,383.9,45.23,1.55,0,0
2018-04-26 18:00:00,19.29,17.25,390.35,60.96,0.98,0,0
2018-04-26 19:00:00,16.03,0,391.96,81.98,0.2,0.01219,0
2018-04-26 20:00:00,14.43,0,386.81,92.51,0.44,0.01219,0
2018-04-26 21:00:00,14.63,0,379.84,96.43,1.64,0.01829,0
2018-04-26 22:00:00,14.13,0,377,99.09,1.31,0.06706,0
2018-04-26 23:00:00,14.03,0,376.78,100,0.77,0.03048,0
2018-04-27 00:00:00,14.05,0,376.93,100,0.28,0.01219,0
2018-04-27 01:00:00,14.07,0,376.71,100,0.67,0,0
2018-04-27 02:00:00,13.97,0,377.42,100,0.9,0,0
2018-04-27 03:00:00,13.64,0,377.31,100,1.56,0.0061,0
2018-04-27 04:00:00,13.34,0,376.56,100,0.87,0,0
2018-04-27 05:00:00,13.19,1.41,376.23,100,1.33,0,0
2018-04-27 06:00:00,13.12,26.08,376.44,100,1.08,0,0
2018-04-27 07:00:00,13.41,119.59,378.76,97.16,1.76,0,0
2018-04-27 08:00:00,14.2,221.31,384.94,86.62,1.9,0,0
2018-04-27 09:00:00,14.79,312.04,392.42,77.6,2.37,0,0
2018-04-27 10:00:00,15.03,453.24,393.33,71.75,3.21,0,0
2018-04-27 11:00:00,15.57,412.15,383.16,66.18,3.02,0,0
2018-04-27 12:00:00,15.97,404.97,378.33,62.12,3.33,0,0
2018-04-27 13:00:00,16.76,501.74,344.98,56.88,3.01,0,0
2018-04-27 14:00:00,17.92,268.51,373,49.36,2.17,0,0
2018-04-27 15:00:00,19.77,393.81,363,47.84,1.29,0,0
2018-04-27 16:00:00,21.63,442.01,319.46,44.51,1.09,0,0
2018-04-27 17:00:00,21.48,132.28,320.26,44.05,0.86,0,0
2018-04-27 18:00:00,18.34,19.27,321.29,54.62,1.45,0,0
2018-04-27 19:00:00,14.39,0.03,312.86,75.03,1.62,0,0
2018-04-27 20:00:00,13.42,0,302.94,82.03,1.88,0,0
2018-04-27 21:00:00,11.98,0,296.35,89.36,1.83,0,0
2018-04-27 22:00:00,11.19,0,291.69,92.9,2.19,0,0
2018-04-27 23:00:00,10.98,0,288.32,84.57,1.79,0,0
2018-04-28 00:00:00,11.37,0,288.24,72.54,1.48,0,0
2018-04-28 01:00:00,11.6,0,291.44,77.57,2.35,0,0
2018-04-28 02:00:00,12.07,0,289.72,72.9,2.18,0,0
2018-04-28 03:00:00,12.58,0,288.95,60.71,2.4,0,0
2018-04-28 04:00:00,13.43,0,294.15,66.4,2.2,0,0
2018-04-28 05:00:00,12.44,4.54,288.92,67.86,2.5,0,0
2018-04-28 06:00:00,13.72,34.92,288.37,60.87,1.62,0,0
2018-04-28 07:00:00,14.99,216.18,288.82,50.5,2.16,0,0
2018-04-28 08:00:00,16.22,342.95,304.12,45.07,2.27,0,0
2018-04-28 09:00:00,17.81,711.38,315.44,39.85,2.51,0,0
2018-04-28 10:00:00,21.89,458.55,372.81,54.37,1.79,0,0
2018-04-28 11:00:00,24.66,508.32,389.38,46.75,1.52,0,0
2018-04-28 12:00:00,22.93,393.1,328.96,26.09,3.44,0,0
2018-04-28 13:00:00,24,575.4,332.2,25.05,1.92,0,0
2018-04-28 14:00:00,26.39,404.78,340.01,23.89,2.87,0,0
2018-04-28 15:00:00,25.29,388.24,366.96,24.16,2.58,0,0
2018-04-28 16:00:00,23.84,164.82,379.54,25.02,2.13,0,0
2018-04-28 17:00:00,23.22,77.94,378.78,25.24,1.99,0,0
2018-04-28 18:00:00,21.31,42.17,350.77,28.48,3.04,0,0
2018-04-28 19:00:00,17.89,0.1,325.15,36.24,5.52,0,0
2018-04-28 20:00:00,16.67,0,307.24,45.94,5.33,0,0
2018-04-28 21:00:00,14.89,0,295.55,45.41,4.06,0,0
2018-04-28 22:00:00,13.7,0,286.89,43.38,3.28,0,0
2018-04-28 23:00:00,11.64,0,271.68,51.67,3.88,0,0
2018-04-29 00:00:00,9.88,0,264.25,56.92,3.51,0,0
2018-04-29 01:00:00,9.06,0,260.69,59.64,4.2,0,0
2018-04-29 02:00:00,8.4,0,257.43,62.01,3.43,0,0
2018-04-29 03:00:00,8.12,0,255.16,65.7,5.35,0,0
2018-04-29 04:00:00,7.83,0,252.51,66.99,5.4,0,0
2018-04-29 05:00:00,7.31,3.76,249.75,63.03,4.52,0,0
2018-04-29 06:00:00,6.83,29.08,248.57,59.29,3.89,0,0
2018-04-29 07:00:00,7.45,231.6,246.77,52.5,4.65,0,0
2018-04-29 08:00:00,9.97,356.57,260.8,45.59,4.71,0,0
2018-04-29 09:00:00,11.87,722.88,270.06,42.25,5.24,0,0
2018-04-29 10:00:00,17.7,452.96,379.13,60.2,2.32,0,0
2018-04-29 11:00:00,16.52,503.38,381.6,55.99,2.31,0,0
2018-04-29 12:00:00,19.92,517.32,381.85,54.7,2.65,0,0
2018-04-29 13:00:00,20.73,458.18,387.34,54.34,2.74,0,0
2018-04-29 14:00:00,16.53,283.5,279.11,29.98,4.09,0,0
2018-04-29 15:00:00,16.44,692.65,279.64,27.34,2.4,0,0
2018-04-29 16:00:00,15.49,517.78,279.82,25.58,3.41,0,0
2018-04-29 17:00:00,14.98,151.52,283.77,26.51,2.79,0,0
2018-04-29 18:00:00,13.92,17.92,280.82,30.77,3.06,0,0
2018-04-29 19:00:00,13.36,0.09,275.47,34.87,4.2,0,0
2018-04-29 20:00:00,12.91,0,270.45,38.62,3.6,0,0
2018-04-29 21:00:00,11.59,0,268.98,41.33,3.44,0,0
2018-04-29 22:00:00,10.98,0,267.74,41.69,1.85,0,0
2018-04-29 23:00:00,10.58,0,268.36,47.08,1.51,0,0
2018-04-30 00:00:00,10.15,0,263.89,53.93,1.3,0,0
2018-04-30 01:00:00,9.66,0,258.14,48.79,2.19,0,0
2018-04-30 02:00:00,9.58,0,260,50.06,2.53,0,0
2018-04-30 03:00:00,9.38,0,258.12,50.85,3.6,0,0
2018-04-30 04:00:00,9.15,0,258.61,47.77,5.59,0,0
2018-04-30 05:00:00,8.68,4.24,256.16,48.97,5.95,0,0
2018-04-30 06:00:00,8.88,29.69,254.18,47.98,3.14,0,0
2018-04-30 07:00:00,9.56,235.68,253.16,38.08,3.53,0,0
2018-04-30 08:00:00,11.46,357.3,267.95,33.3,3.28,0,0
2018-04-30 09:00:00,14.84,723.42,291.98,28.92,2.62,0,0
2018-04-30 10:00:00,20.49,512.87,369.14,62.23,2.42,0,0
2018-04-30 11:00:00,21.75,502.49,367.38,57.25,2.76,0.00244,0
2018-04-30 12:00:00,17.43,303.06,375.73,64.09,3.86,0,0
2018-04-30 13:00:00,22.83,413.52,381.39,56.59,3.16,0.0061,0
2018-04-30 14:00:00,22.69,440.95,382.1,58.43,2.48,0.00244,0
2018-04-30 15:00:00,22.91,678.77,303.71,15.42,2.58,0,0
2018-04-30 16:00:00,23.14,509.51,303.77,15.55,1.68,0,0
2018-04-30 17:00:00,23.15,158.06,308.9,16.13,2.54,0,0
2018-04-30 18:00:00,19.93,20.98,307.65,19.84,2.41,0,0
2018-04-30 19:00:00,18.67,0.18,301.84,22.76,2.17,0,0
2018-04-30 20:00:00,17.64,0,297.63,30.61,2.19,0,0
2018-04-30 21:00:00,14.67,0,289.42,51.04,2.98,0,0
2018-04-30 22:00:00,13.41,0,278.78,50.05,3.2,0,0
2018-04-30 23:00:00,12.39,0,274.22,52.14,3.59,0,0
2018-05-01 00:00:00,11.58,0,271.34,54.31,3.46,0,0
2018-05-01 01:00:00,10.32,0,267.69,53.04,3.42,0,0
2018-05-01 02:00:00,10.8,0,266.5,53.14,3.11,0,0
2018-05-01 03:00:00,10.04,0,265.98,59.53,3.55,0,0
2018-05-01 04:00:00,8.84,0,264.38,54.36,3,0,0
2018-05-01 05:00:00,9.99,4.46,264.91,42.47,2.81,0,0
2018-05-01 06:00:00,10.94,31.26,264.85,35.31,3.51,0,0
2018-05-01 07:00:00,14.9,241.71,273.4,25.24,4.32,0,0
2018-05-01 08:00:00,19.02,358.49,294.12,21.79,3.09,0,0
2018-05-01 09:00:00,21.63,724.18,308.83,23.85,2.05,0,0
2018-05-01 10:00:00,13.69,197.14,388.06,99.25,2.35,0,0
2018-05-01 11:00:00,16.77,293.67,392.5,89.23,2.54,0.00122,0
2018-05-01 12:00:00,15.18,251.93,387.91,93.95,2.93,0,0
2018-05-01 13:00:00,16.18,271.26,384.75,88.45,2.75,0,0
2018-05-01 14:00:00,19.37,284.27,394.18,75.27,3.34,0,0
2018-05-01 15:00:00,28.01,677.23,337.77,13.99,0.75,0,0
2018-05-01 16:00:00,28.6,496.81,338.09,14.25,1.58,0,0
2018-05-01 17:00:00,27.67,163.96,346.85,17.66,0.63,0,0
2018-05-01 18:00:00,23.98,20.63,350.58,27.12,1.35,0,0
2018-05-01 19:00:00,19.85,0.23,334.02,44.24,1.53,0,0
2018-05-01 20:00:00,18.61,0,321.31,62.88,1.85,0,0
2018-05-01 21:00:00,17.03,0,310.19,61.49,2.09,0,0
2018-05-01 22:00:00,14.57,0,304.15,65.94,2.35,0,0
2018-05-01 23:00:00,13.93,0,300.29,64.31,2.6,0,0
2018-05-02 00:00:00,14.56,0,297.68,67.22,2.57,0,0
2018-05-02 01:00:00,14.61,0,296.11,59.37,2.15,0,0
2018-05-02 02:00:00,13.99,0,294.8,50.38,2.18,0,0
2018-05-02 03:00:00,15.21,0,301.57,44.68,2.29,0,0
2018-05-02 04:00:00,16.77,0,306.94,35.68,3.04,0,0
2018-05-02 05:00:00,18.56,5.83,310.36,32.75,3.22,0,0
2018-05-02 06:00:00,19.54,39.61,316.74,32.39,3.56,0,0
2018-05-02 07:00:00,20.63,236.32,318.25,31.06,3.75,0,0
2018-05-02 08:00:00,21.75,346.29,334.12,31.8,3.33,0,0
2018-05-02 09:00:00,23.47,707.9,345.67,32.45,1.27,0,0
2018-05-02 10:00:00,18.58,492.56,375.75,58.48,2.52,0,0
2018-05-02 11:00:00,19.75,435.61,380.03,56.67,2.15,0,0
2018-05-02 12:00:00,20.28,494.81,382.33,56.3,2.73,0,0
2018-05-02 13:00:00,21.61,497.81,371.2,50.44,3.27,0,0
2018-05-02 14:00:00,29.08,739.91,361.63,19.8,3.06,0,0
2018-05-02 15:00:00,29.9,675.58,358.22,17.89,2.52,0,0
2018-05-02 16:00:00,29.84,404.29,362.44,16.73,1.98,0,0
2018-05-02 17:00:00,29.16,184.87,372.22,20.17,0.89,0,0
2018-05-02 18:00:00,25.97,19.78,370.64,28.51,1.2,0,0
2018-05-02 19:00:00,22.02,0.2,355.4,46.73,1.75,0,0
2018-05-02 20:00:00,21.42,0,343.49,53.21,1.77,0,0
2018-05-02 21:00:00,19.77,0,331.73,63.85,1.79,0,0
2018-05-02 22:00:00,17.79,0,325.86,69.98,2.11,0,0
2018-05-02 23:00:00,18.24,0,322.12,70.49,2.35,0,0
2018-05-03 00:00:00,17.4,0,324.16,69.93,1.94,0,0
2018-05-03 01:00:00,17.29,0,325.35,71.5,2.04,0,0
2018-05-03 02:00:00,17.08,0,327.26,67.14,1.93,0,0
2018-05-03 03:00:00,17.18,0.02,328.51,63.3,2.8,0,0
2018-05-03 04:00:00,19.91,0,334.55,53.41,2.7,0,0
2018-05-03 05:00:00,17.74,5.28,340.43,55.46,2.88,0,0
2018-05-03 06:00:00,18.34,33.97,334.7,52.88,2.78,0,0
2018-05-03 07:00:00,20.29,230.06,336.22,46.13,2.18,0,0
2018-05-03 08:00:00,23.59,344.04,356.71,43.83,1.75,0,0
2018-05-03 09:00:00,24.59,634.12,370.23,43.41,1.92,0,0
2018-05-03 10:00:00,19.2,418.34,371.71,70.12,2.19,0,0
2018-05-03 11:00:00,22.02,376.48,381.99,63.11,2.21,0.00152,0
2018-05-03 12:00:00,23.11,471.27,383.55,58.58,2.64,0.00152,0
2018-05-03 13:00:00,23.97,401.45,387.37,56.33,3.25,0,0
2018-05-03 14:00:00,29.79,585.6,397.14,31.52,3.15,0,0
2018-05-03 15:00:00,29.41,613.43,389.9,37.52,4.99,0,0
2018-05-03 16:00:00,29.09,413.33,387.39,38.13,3.45,0,0
2018-05-03 17:00:00,28.48,176.77,385.42,40.86,2.67,0,0
2018-05-03 18:00:00,27.7,27.34,386.89,48.24,1.67,0,0
2018-05-03 19:00:00,25.95,1.31,380.56,52.33,1.03,0,0
2018-05-03 20:00:00,24.41,0,366.71,53.31,0.89,0,0
2018-05-03 21:00:00,22.76,0,359.59,62.33,1.57,0,0
2018-05-03 22:00:00,20.99,0,352.52,76.65,1.45,0,0
2018-05-03 23:00:00,20.26,0,346.14,78.73,1.15,0,0
2018-05-04 00:00:00,19.48,0,343.07,75.63,1.58,0,0
2018-05-04 01:00:00,19.54,0.01,343.45,69.26,1.74,0,0
2018-05-04 02:00:00,19.19,0,343.54,68.83,1.99,0,0
2018-05-04 03:00:00,19.18,0,341.79,75.23,1.79,0,0
2018-05-04 04:00:00,18.31,0,340.08,73.07,1.56,0,0
2018-05-04 05:00:00,17.79,7.6,338.4,64.35,2.37,0,0
2018-05-04 06:00:00,19.13,49.39,342.35,58.62,3.08,0,0
2018-05-04 07:00:00,21.07,233.65,356.34,54.8,3.37,0,0
2018-05-04 08:00:00,22.69,331.71,381.94,52.97,3.02,0,0
2018-05-04 09:00:00,23.54,436.93,365.53,49.19,3.17,0,0
2018-05-04 10:00:00,19.7,439.81,391.74,64.8,2.11,0,0
2018-05-04 11:00:00,20.92,461.43,395.45,61.38,2.21,0,0
2018-05-04 12:00:00,22.8,531.93,386.39,60.54,2.53,0,0
2018-05-04 13:00:00,22.59,325.14,411.82,63.87,2.14,0.00244,0
2018-05-04 14:00:00,31.46,738.8,390.69,26.71,1.91,0,0
2018-05-04 15:00:00,31.36,641.02,389.44,27.17,1.54,0,0
2018-05-04 16:00:00,31.53,452.48,389.63,27.2,2.21,0,0
2018-05-04 17:00:00,31.04,119.41,405.26,30.57,1.62,0,0
2018-05-04 18:00:00,29.14,37.13,413.52,36.76,2.08,0,0
2018-05-04 19:00:00,25.76,0.03,423.02,45.86,2.3,0,0
2018-05-04 20:00:00,23.54,0,414.93,53.42,2.82,0,0
2018-05-04 21:00:00,23.27,0,390.73,56.23,2.35,0,0
2018-05-04 22:00:00,22.1,0,372.73,64.13,1.26,0,0
2018-05-04 23:00:00,20.94,0,378.37,70.35,2.53,0,0
2018-05-05 00:00:00,21.9,0,389.06,68.29,2.46,0,0
2018-05-05 01:00:00,22.17,0,383.67,68.54,3.27,0,0
2018-05-05 02:00:00,21.98,0,383.96,70.59,2.06,0,0
2018-05-05 03:00:00,21.3,0,376.57,76.9,0.96,0,0
2018-05-05 04:00:00,20.35,0,366.76,86.69,1.92,0,0
2018-05-05 05:00:00,19.48,7.47,375.28,88.32,2.22,0,0
2018-05-05 06:00:00,19.1,45.33,374.83,87.82,1.3,0,0
2018-05-05 07:00:00,19.47,157.87,369.52,82.19,2.07,0,0
2018-05-05 08:00:00,21.01,218.25,386.03,70.75,1.74,0,0
2018-05-05 09:00:00,22.22,243.98,399.91,68.63,1.25,0,0
2018-05-05 10:00:00,22.88,318.71,403.29,68.79,2.44,0,0
2018-05-05 11:00:00,23.91,262.26,406.82,68.85,2.39,0,0
2018-05-05 12:00:00,23.91,448.26,392.76,67.89,2.69,0,0
2018-05-05 13:00:00,24.3,356.93,402.58,66.77,3.5,0,0
2018-05-05 14:00:00,23.79,311.09,405.24,68.5,2.74,0,0
2018-05-05 15:00:00,22.36,213.39,406.17,70.86,2.45,0,0
2018-05-05 16:00:00,20.66,162.27,395.83,71.47,2.2,0,0
2018-05-05 17:00:00,19.4,56.44,393.65,74.31,2.34,0,0
2018-05-05 18:00:00,18.03,28.45,394.01,78.78,1.37,0,0
2018-05-05 19:00:00,18.21,0.22,384.51,76.04,0.89,0,0
2018-05-05 20:00:00,18.55,0,385.59,76.68,2.33,0,0
2018-05-05 21:00:00,18.57,0,394.39,76.11,1.98,0,0
2018-05-05 22:00:00,18.47,0,390.44,73.76,1.79,0,0
2018-05-05 23:00:00,17.86,0,385.07,73.28,1.65,0,0
2018-05-06 00:00:00,17.47,0,387.02,72.99,2.4,0,0
2018-05-06 01:00:00,17.12,0,390.49,73.2,1.28,0,0
2018-05-06 02:00:00,16.21,0,370.74,76.63,0.7,0,0
2018-05-06 03:00:00,15.64,0,380.39,79.99,0.7,0,0
2018-05-06 04:00:00,15.52,0,383.4,77.73,1.04,0,0
2018-05-06 05:00:00,15.04,3.61,378.67,79.59,1.6,0,0
2018-05-06 06:00:00,14.93,24.92,378.85,80.82,1.31,0,0
2018-05-06 07:00:00,14.83,166.52,366.21,82.37,1.25,0,0
2018-05-06 08:00:00,15.48,243.37,353.76,79.5,1.35,0,0
2018-05-06 09:00:00,17.45,464.86,344.84,71.84,0.88,0,0
2018-05-06 10:00:00,19.02,422.8,358.48,67.83,2.06,0,0
2018-05-06 11:00:00,21.26,361.02,359.02,64.47,2.41,0,0
2018-05-06 12:00:00,22.71,343.92,374.78,61.28,2.35,0,0
2018-05-06 13:00:00,22.58,478.39,374.71,54.95,1.61,0,0
2018-05-06 14:00:00,21.77,300.64,408.29,63.26,3.14,0,0
2018-05-06 15:00:00,21.39,371.94,367.11,63.42,3.81,0,0
2018-05-06 16:00:00,21.84,439.65,376.12,56.07,3.3,0,0
2018-05-06 17:00:00,19.67,110.06,348.9,63.45,3.86,0,0
2018-05-06 18:00:00,18.57,21.07,336.28,63.66,2.23,0,0
2018-05-06 19:00:00,18.11,0.77,355.67,63.23,2.92,0,0
2018-05-06 20:00:00,17.54,0,334.23,64.48,4.37,0,0
2018-05-06 21:00:00,16.89,0,327.18,66.04,3.02,0,0
2018-05-06 22:00:00,16.46,0,315.95,69.47,3.03,0,0
2018-05-06 23:00:00,15.68,0,310.86,75.72,3.11,0,0
2018-05-07 00:00:00,14.24,0,309.36,81.79,0.7,0,0
2018-05-07 01:00:00,12.18,0,303.21,90.13,1.9,0,0
2018-05-07 02:00:00,11.56,0,299.03,90.97,3.42,0,0
2018-05-07 03:00:00,12.16,0,295.2,87.86,3.39,0,0
2018-05-07 04:00:00,12.69,0,297.74,82.52,3.7,0,0
2018-05-07 05:00:00,12.71,9.78,304.58,80.68,3.11,0,0
2018-05-07 06:00:00,13.66,74.78,308.83,73.87,3.51,0,0
2018-05-07 07:00:00,15.75,269.14,312.24,63.27,4.59,0,0
2018-05-07 08:00:00,17.63,375.5,324.98,57.72,4.35,0,0
2018-05-07 09:00:00,20.09,693.23,336.02,52.29,2.96,0,0
2018-05-07 10:00:00,21.75,661.4,348.65,50.99,3.14,0,0
2018-05-07 11:00:00,21.94,389.06,374.8,51.03,4.06,0,0
2018-05-07 12:00:00,21.67,340.65,380.14,49.07,1.71,0,0
2018-05-07 13:00:00,21.58,448.52,369.62,48.07,2.11,0,0
2018-05-07 14:00:00,21.77,249.1,381.7,45.41,1.31,0,0
2018-05-07 15:00:00,21.69,350.63,389.92,45.68,1.42,0,0
2018-05-07 16:00:00,20.87,78.04,392.49,51.3,2.92,0,0
2018-05-07 17:00:00,18.74,52.66,408.64,73.14,3.88,0.06706,0
2018-05-07 18:00:00,17.32,72.19,399.72,96.54,0.98,0.01829,0
2018-05-07 19:00:00,16.81,1.61,394.1,99.46,1.41,0,0
2018-05-07 20:00:00,14.98,0,387.9,99.82,1.3,0,0
2018-05-07 21:00:00,14.22,0,384.55,99.94,1.95,0,0
2018-05-07 22:00:00,14.08,0,382.86,99.43,1.34,0,0
2018-05-07 23:00:00,14.72,0,384.26,95.67,0.73,0,0
2018-05-08 00:00:00,15.15,0,387.55,94.02,0.57,0.0061,0
2018-05-08 01:00:00,14.79,0,387.89,98.38,0.68,0.0061,0
2018-05-08 02:00:00,14.45,0,386.93,99.79,0.96,0,0
2018-05-08 03:00:00,14.35,0,386.33,99.99,1.28,0,0
2018-05-08 04:00:00,14.25,0,385.62,99.97,0.74,0,0
2018-05-08 05:00:00,14.11,5.59,384.91,99.92,0.93,0,0
2018-05-08 06:00:00,14.34,46.32,385.58,99.93,1.07,0,0
2018-05-08 07:00:00,16.11,173.24,390.74,95.69,0.56,0,0
2018-05-08 08:00:00,18.63,251.84,402.49,89.08,0.51,0,0
2018-05-08 09:00:00,20.58,421.03,418.07,82.51,0.77,0,0
2018-05-08 10:00:00,21.98,502.01,393.66,65.56,2.76,0,0
2018-05-08 11:00:00,21.52,586.13,370.55,59.06,2.29,0,0
2018-05-08 12:00:00,21.15,371.1,395.9,55.33,2.57,0,0
2018-05-08 13:00:00,21.27,506.22,378.55,53.17,2.15,0,0
2018-05-08 14:00:00,21.06,165.81,397.68,52.32,1.97,0,0
2018-05-08 15:00:00,20.29,185.38,394.06,61.08,1.65,0,0
2018-05-08 16:00:00,19.94,68.22,392.58,69.1,2.21,0,0
2018-05-08 17:00:00,21.27,90.61,382.04,74.86,1.6,0,0
2018-05-08 18:00:00,20.37,47.31,346.08,72.97,1.59,0,0
2018-05-08 19:00:00,18.38,1.32,335.41,79.38,1.71,0,0
2018-05-08 20:00:00,15.56,0,324.6,88.4,2.05,0,0
2018-05-08 21:00:00,14.41,0,319.53,90.61,2.3,0,0
2018-05-08 22:00:00,14.02,0,320.58,89.66,1.93,0,0
2018-05-08 23:00:00,14.04,0,334.67,90.06,2.17,0,0
2018-05-09 00:00:00,14.38,0,350.73,88.66,1.88,0,0
2018-05-09 01:00:00,14.31,0,349.47,88.77,1.46,0,0
2018-05-09 02:00:00,13.67,0,322.32,92.57,1.82,0,0
2018-05-09 03:00:00,12.8,0,313.79,97.88,1.75,0,0
2018-05-09 04:00:00,12.27,0,311.8,99.54,1.58,0,0
2018-05-09 05:00:00,12.15,8.03,310.21,99.99,1.62,0,0
2018-05-09 06:00:00,12.68,39.97,310.18,99.93,1.27,0,0
2018-05-09 07:00:00,15.7,287.42,309.95,90.76,1.12,0,0
2018-05-09 08:00:00,18.39,346.45,326.03,79.23,2.52,0,0
2018-05-09 09:00:00,20.72,699.93,337.24,71.78,2.62,0,0
2018-05-09 10:00:00,18.86,389.83,367.48,54.93,1.94,0,0
2018-05-09 11:00:00,22.88,479.6,350.12,56.45,2.55,0,0
2018-05-09 12:00:00,18.97,377.6,362.1,52.44,2.69,0,0
2018-05-09 13:00:00,19.16,376.01,371.05,53.82,3.03,0,0
2018-05-09 14:00:00,25.35,641.45,356.76,55.74,2.89,0,0
2018-05-09 15:00:00,25.04,251.23,370.56,56.33,1.81,0,0
2018-05-09 16:00:00,24.82,161.66,398.48,54.39,2.55,0,0
2018-05-09 17:00:00,24.47,159.8,364.11,52.3,1.48,0,0
2018-05-09 18:00:00,22.82,41.56,379.36,55.18,1.11,0,0
2018-05-09 19:00:00,20.65,1.07,350.06,61.35,0.99,0,0
2018-05-09 20:00:00,20.19,0,345.12,70.17,0.33,0,0
2018-05-09 21:00:00,18.25,0,337.87,77.06,0.42,0,0
2018-05-09 22:00:00,16.4,0,347.85,80.32,0.47,0,0
2018-05-09 23:00:00,16.17,0,336.9,83.9,1,0,0
2018-05-10 00:00:00,16.54,0,331.55,85.6,1.09,0,0
2018-05-10 01:00:00,16.02,0,340.55,88.62,1.33,0,0
2018-05-10 02:00:00,16.57,0,341.88,88.81,0.9,0,0
2018-05-10 03:00:00,17.09,0,352.47,88.31,1.07,0,0
2018-05-10 04:00:00,16.93,0,353.18,90.33,1.46,0,0
2018-05-10 05:00:00,17.2,12.53,341.78,92.67,1.49,0,0
2018-05-10 06:00:00,16.59,65.34,335.33,91.78,1.68,0,0
2018-05-10 07:00:00,18.03,225.87,335.54,82.24,0.91,0,0
2018-05-10 08:00:00,22.24,328.35,359.7,63.41,0.7,0,0
2018-05-10 09:00:00,23.02,441.7,386.65,57.37,1.58,0,0
2018-05-10 10:00:00,24.1,369.67,398.05,57.89,1.62,0,0
2018-05-10 11:00:00,26.25,434.27,389.28,54.25,2.73,0,0
2018-05-10 12:00:00,28.38,504.81,400.95,44.28,2.48,0,0
2018-05-10 13:00:00,28.75,376.6,414.04,39.82,2.55,0,0
2018-05-10 14:00:00,28.67,544.72,380.8,39.99,3.05,0,0
2018-05-10 15:00:00,26.34,198.26,420.12,50.87,2.51,0.01219,0
2018-05-10 16:00:00,23.72,478.41,355.62,59.37,1.57,0,0
2018-05-10 17:00:00,23.83,166.78,366.44,61.34,1.52,0,0
2018-05-10 18:00:00,23.23,49.2,386.86,56.83,2.45,0,0
2018-05-10 19:00:00,21.81,1.5,373.66,71.9,2.6,0,0
2018-05-10 20:00:00,20.64,0,384.09,88.13,2.41,0,0
2018-05-10 21:00:00,20.24,0,350.95,91.51,2.12,0,0
2018-05-10 22:00:00,19.65,0,338.7,95.83,1.54,0,0
2018-05-10 23:00:00,18.24,0.02,331.85,85.73,2.35,0,0
