station,date,depth_m,parameter,value,depth.measurement,datasource,sitetype,do_flag,flag
210,2000-10-03,23,DO_mgl,3.4,actual,LMP DO,pelagic,NA,NA
210,2000-10-03,22,DO_mgl,3.5,actual,LMP DO,pelagic,NA,NA
210,2000-10-03,21,DO_mgl,3.7,actual,LMP DO,pelagic,NA,NA
210,2000-10-03,20,DO_mgl,3.9,actual,LMP DO,pelagic,NA,NA
210,2000-10-03,19,DO_mgl,4.1,actual,LMP DO,pelagic,NA,NA
210,1996-10-02,29,DO_pctsat,15,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,21,DO_mgl,6.57,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,20,DO_mgl,6.71,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,30.08,DO_mgl,3.46,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,29.979,DO_mgl,3.51,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,29.044,DO_mgl,3.77,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,28.161,DO_mgl,4.2700000000000005,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,27.014000000000003,DO_mgl,4.83,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,26.022,DO_mgl,5.03,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,25.011000000000003,DO_mgl,5.119999999999999,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,24.054000000000002,DO_mgl,5.4,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,23.035,DO_mgl,5.51,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,22.192,DO_mgl,5.72,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,21.132,DO_mgl,6.06,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,20.057000000000002,DO_mgl,6.18,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,19.092,DO_mgl,6.24,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,17.991,DO_mgl,6.31,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,17.091,DO_mgl,6.470000000000001,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,3,DO_mgl,9.639999999999999,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,2,DO_mgl,9.709999999999999,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,1,DO_mgl,8.55,actual,LMP DO,pelagic,NA,NA
210,2006-08-15,0.5,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,12.020999999999999,DO_mgl,7.59,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,4.073,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,3.003,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,1.96,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,1.012,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,0.5670000000000001,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,25,DO_mgl,8.229999999999999,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,24,DO_mgl,8.28,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,23,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,22,DO_mgl,8.33,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,21,DO_mgl,8.54,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,20,DO_mgl,8.68,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,19,DO_mgl,8.52,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,23,temp_C,8.9,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,22,temp_C,8.9,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,21,temp_C,8.9,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,20,temp_C,9,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,19,temp_C,9.1,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,18,temp_C,9.1,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,17,temp_C,9.5,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,16,temp_C,9.5,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,15,temp_C,9.9,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,14,temp_C,10,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,8,DO_mgl,8.719999999999999,actual,LMP DO,pelagic,NA,NA
210,2014-07-22,7,DO_mgl,8.51,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,10,temp_C,14.5,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,21,DO_mgl,7.74,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,20,DO_mgl,8.03,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,19,DO_mgl,8.15,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,4,temp_C,22.2,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,3,temp_C,22.2,actual,LMP DO,pelagic,NA,NA
210,1995-05-26,23,DO_pctsat,86,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,10,DO_mgl,10.78,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,9,DO_mgl,10.62,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,8,DO_mgl,10.28,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,12.099,DO_mgl,9.05,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,11.07,DO_mgl,9.54,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,10.120999999999999,DO_mgl,10.15,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,9.185,DO_mgl,10.04,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,8.023,DO_mgl,8.68,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,7.116,DO_mgl,7.94,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,1,DO_mgl,7.79,actual,LMP DO,pelagic,NA,NA
210,2003-08-18,0.5,DO_mgl,7.609999999999999,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,4.133,DO_mgl,7.819999999999999,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,3.057,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,14,DO_pctsat,55,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,13,DO_pctsat,56,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,12,DO_pctsat,61,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,11,DO_pctsat,66,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,10,DO_pctsat,72,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,9,DO_pctsat,82,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,8,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,7,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
210,1996-09-04,6,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,14,DO_mgl,6.1,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,13,DO_mgl,5.930000000000001,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,12,DO_mgl,5.88,actual,LMP DO,pelagic,NA,NA
210,2000-09-06,14,DO_mgl,5.5,actual,LMP DO,pelagic,NA,NA
210,2010-07-12,14,DO_pctsat,74.9,actual,LMP DO,pelagic,NA,NA
210,1998-09-27,8.7,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
210,2010-07-12,12,DO_pctsat,79.2,actual,LMP DO,pelagic,NA,NA
210,2000-09-06,9,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
210,2000-09-06,8,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
210,2020-09-29,0.391,cond_uscm,102.1,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,2,DO_mgl,8.32,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,1,DO_mgl,8.07,actual,LMP DO,pelagic,NA,NA
210,2006-07-24,0.5,DO_mgl,8,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,29.061999999999998,DO_mgl,6.96,actual,LMP DO,pelagic,NA,"sensor may be in sediment, turbidity > 20 NTU"
210,2020-07-15,29.024,DO_mgl,6.98,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,28.028,DO_mgl,7.3,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,27.169,DO_mgl,7.52,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,25.976,DO_mgl,8.17,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,24.015,DO_mgl,8.68,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,23.028,DO_mgl,9.03,actual,LMP DO,pelagic,NA,NA
210,1997-07-22,3,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,14.046999999999999,DO_mgl,9.48,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,13.06,DO_mgl,9.61,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,12.023,DO_mgl,9.850000000000001,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,11.03,DO_mgl,10.3,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,25,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,24,DO_mgl,9.2,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,23,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,22,DO_mgl,8.1,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,21,DO_mgl,8,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,20,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
210,1993-08-08,19,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
210,2003-06-23,22,DO_mgl,4.18,actual,LMP DO,pelagic,NA,NA
210,2019-09-05,18.532,DO_pctsat,50.7,actual,LMP DO,pelagic,NA,NA
210,2020-10-29,15.077,turb_NTU,0.14,actual,LMP DO,pelagic,NA,NA
210,2020-10-29,0.402,turb_NTU,0.15000000000000002,actual,LMP DO,pelagic,NA,NA
210,2020-10-22,20.147000000000002,turb_NTU,0.12000000000000001,actual,LMP DO,pelagic,NA,NA
210,1998-09-09,19,DO_mgl,7.5,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,29.034000000000002,DO_mgl,8.729999999999999,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,28.092,DO_mgl,9.27,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,29,DO_pctsat,41,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,28,DO_pctsat,45,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,27,DO_pctsat,45,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,26,DO_pctsat,47,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,25,DO_pctsat,49,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,23,DO_mgl,8.89,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,22,DO_mgl,9.07,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,21,DO_mgl,9.239999999999998,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,20,DO_mgl,9.139999999999999,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,19,DO_mgl,9.48,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,18,DO_mgl,9.350000000000001,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,17,DO_mgl,9.4,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,16,DO_mgl,9.58,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,15,DO_mgl,9.61,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,14,DO_mgl,9.66,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,14,DO_pctsat,63,actual,LMP DO,pelagic,NA,NA
210,1996-08-14,13,DO_pctsat,62,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,11,DO_mgl,8.870000000000001,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,10,DO_mgl,8.91,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,9,DO_mgl,9.04,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,8,DO_mgl,9.15,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,7,DO_mgl,8.81,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,6,DO_mgl,8.209999999999999,actual,LMP DO,pelagic,NA,NA
210,2006-07-05,5,DO_mgl,8.03,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,0.965,DO_mgl,8.51,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,24.034000000000002,cond_uscm,100.5,actual,LMP DO,pelagic,NA,NA
210,2019-09-16,0.345,DO_pctsat,106.9,actual,LMP DO,pelagic,NA,NA
210,2019-09-16,25.008,DO_pctsat,34.4,actual,LMP DO,pelagic,NA,NA
210,1995-09-05,16,DO_mgl,6.5,actual,LMP DO,pelagic,NA,NA
210,2019-09-30,0.41500000000000004,temp_C,18,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,5.063999999999999,DO_mgl,10.49,actual,LMP DO,pelagic,NA,NA
210,2017-08-22,26,temp_C,9,actual,LMP DO,pelagic,NA,NA
210,2017-08-22,3,temp_C,22.5,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,2.073,DO_mgl,9.9,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,28,DO_mgl,11.96,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,27,DO_mgl,12.32,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,0.47900000000000004,DO_mgl,9.9,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,27.169,cond_uscm,100.4,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,23.028,cond_uscm,100,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,22.073,cond_uscm,99.9,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,21.04,cond_uscm,99.9,actual,LMP DO,pelagic,NA,NA
210,2017-08-22,0.5,temp_C,22.5,actual,LMP DO,pelagic,NA,NA
210,2017-08-22,1,temp_C,22.5,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,8,DO_pctsat,101.2,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,11,DO_pctsat,72.5,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,12,DO_pctsat,58.1,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,13,DO_pctsat,53.1,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,2,DO_pctsat,105.7,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,1,DO_pctsat,105.8,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,17,DO_pctsat,39.8,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,18,DO_pctsat,41.2,actual,LMP DO,pelagic,NA,NA
210,2017-09-18,19,DO_pctsat,42.6,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,4.211,cond_uscm,100.6,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,7,DO_mgl,10.8,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,2,DO_mgl,9.850000000000001,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,1,DO_mgl,10.06,actual,LMP DO,pelagic,NA,NA
210,2006-05-31,0.5,DO_mgl,10.239999999999998,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,12.020999999999999,turb_NTU,0.14,actual,LMP DO,pelagic,NA,NA
210,1993-06-27,3,DO_mgl,9.1,actual,LMP DO,pelagic,NA,NA
210,1993-06-27,2,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
210,2007-07-16,0.5,DO_pctsat,95.6,actual,LMP DO,pelagic,NA,NA
210,1994-08-19,18,DO_pctsat,57.6,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,1.96,turb_NTU,0.02,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,27.007,cond_uscm,101.8,actual,LMP DO,pelagic,NA,NA
210,2017-07-18,10,temp_C,13.3,actual,LMP DO,pelagic,NA,NA
210,2017-07-18,13,temp_C,11.1,actual,LMP DO,pelagic,NA,NA
210,2017-07-18,9,temp_C,14.8,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,0.965,cond_uscm,103,actual,LMP DO,pelagic,NA,NA
210,1997-09-10,27,temp_C,8,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,30.195,cond_uscm,101.5,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,29.164,cond_uscm,101.4,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,28.009,cond_uscm,101.4,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,27.113000000000003,cond_uscm,101.4,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,26.119000000000003,cond_uscm,101.4,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,25.123,cond_uscm,101.4,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,7,DO_mgl,9.239999999999998,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,6,DO_mgl,7.85,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,5,DO_mgl,7.72,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,4,DO_mgl,7.7,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,3,DO_mgl,7.59,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,2,DO_mgl,7.6,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,1,DO_mgl,7.59,actual,LMP DO,pelagic,NA,NA
210,2005-08-22,0.5,DO_mgl,7.619999999999999,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,5.063999999999999,cond_uscm,101,actual,LMP DO,pelagic,NA,NA
210,2017-08-22,26,DO_pctsat,39.6,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,3.003,cond_uscm,101.3,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,25.976,turb_NTU,0.2,actual,LMP DO,pelagic,NA,NA
210,2001-07-23,3,DO_pctsat,85.4,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,23.028,turb_NTU,0.2,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,22.073,turb_NTU,0.17,actual,LMP DO,pelagic,NA,NA
210,1996-07-02,11,DO_pctsat,83,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,20.061999999999998,turb_NTU,0.16,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,19.027,turb_NTU,0.17,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,11.03,turb_NTU,0.18,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,10.04,turb_NTU,0.17,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,9.020999999999999,turb_NTU,0.23,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,7.021999999999999,turb_NTU,0.09,actual,LMP DO,pelagic,NA,NA
210,2020-07-15,8.005,turb_NTU,0.16,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,24,DO_mgl,8.82,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,23,DO_mgl,8.81,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,22,DO_mgl,8.81,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,21,DO_mgl,8.719999999999999,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,20,DO_mgl,8.79,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,19,DO_mgl,8.84,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,18,DO_mgl,8.850000000000001,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,17,DO_mgl,9.15,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,16,DO_mgl,9.31,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,15,DO_mgl,9.41,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,14,DO_mgl,9.68,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,10,DO_mgl,10.18,actual,LMP DO,pelagic,NA,NA
210,2002-07-29,29,DO_mgl,6.81,actual,LMP DO,pelagic,NA,NA
210,2002-07-29,28,DO_mgl,8.08,actual,LMP DO,pelagic,NA,NA
210,2005-07-25,6,DO_mgl,10.48,actual,LMP DO,pelagic,NA,NA
210,2002-07-29,25,DO_mgl,8.03,actual,LMP DO,pelagic,NA,NA
210,2002-07-29,24,DO_mgl,8.38,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,11,DO_pctsat,94.9,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,10,DO_pctsat,104.3,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,6,DO_pctsat,97.3,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,5,DO_pctsat,98.1,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,4,DO_pctsat,98.9,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,3,DO_pctsat,99.9,actual,LMP DO,pelagic,NA,NA
210,2018-09-17,2,DO_pctsat,100.7,actual,LMP DO,pelagic,NA,NA
210,2001-06-25,7,DO_pctsat,117.2,actual,LMP DO,pelagic,NA,NA
210,2020-06-22,0.965,turb_NTU,0.06,actual,LMP DO,pelagic,NA,NA
210,2019-08-19,14.142,DO_mgl,7.02,actual,LMP DO,pelagic,NA,NA
210,1995-06-16,1,DO_mgl,9.6,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,29.979,temp_C,8.5,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,29.044,temp_C,8.5,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,28.161,temp_C,8.6,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,27.014000000000003,temp_C,8.7,actual,LMP DO,pelagic,NA,NA
210,2020-09-15,26.022,temp_C,8.7,actual,LMP DO,pelagic,NA,NA
210,2017-07-18,0.5,DO_pctsat,105,actual,LMP DO,pelagic,NA,NA
210,1998-07-06,11,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
210,1998-07-06,10,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,30.977999999999998,turb_NTU,0.19,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,30.195,turb_NTU,0.07,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,29.164,turb_NTU,0.08,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,28.009,turb_NTU,0.07,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,27.113000000000003,turb_NTU,0.09,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,26.119000000000003,turb_NTU,0.08,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,25.123,turb_NTU,0.06,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,16.058,turb_NTU,0.07,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,20,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,19,DO_mgl,9.1,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,18,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,17,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,16,DO_mgl,8.5,actual,LMP DO,pelagic,NA,NA
210,1992-08-28,15,DO_mgl,9.4,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,5.063999999999999,turb_NTU,0.06,actual,LMP DO,pelagic,NA,NA
210,2020-06-03,3.003,turb_NTU,0.04,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,20,DO_mgl,9.93,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,19,DO_mgl,9.78,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,18,DO_mgl,9.860000000000001,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,4,DO_mgl,9.07,actual,LMP DO,pelagic,NA,NA
210,2020-08-11,19.145,temp_C,9,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,2,DO_mgl,9.18,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,1,DO_mgl,8.67,actual,LMP DO,pelagic,NA,NA
210,2005-06-27,0.5,DO_mgl,8.719999999999999,actual,LMP DO,pelagic,NA,NA
210,2018-08-13,1,DO_pctsat,99.2,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,28,temp_C,7.6,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,27,temp_C,7.6,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,25,temp_C,7.7,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,24,temp_C,7.8,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,23,temp_C,7.8,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,21,temp_C,8,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,20,temp_C,8.1,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,19,temp_C,8.2,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,18,temp_C,8.4,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,17,temp_C,8.8,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,14,temp_C,10.3,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,13,temp_C,10.6,actual,LMP DO,pelagic,NA,NA
210,2009-05-26,12,temp_C,11,actual,LMP DO,pelagic,NA,NA
210,2017-06-20,0.5,DO_pctsat,102,actual,LMP DO,pelagic,NA,NA
210,2017-06-20,2,DO_pctsat,101.7,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,29,DO_mgl,6.7,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,28,DO_mgl,7.5,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,27,DO_mgl,8.4,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,24,DO_mgl,3.53,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,23,DO_mgl,3.52,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,22,DO_mgl,3.8,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,21,DO_mgl,4.04,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,20,DO_mgl,4.05,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,19,DO_mgl,3.7,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,18,DO_mgl,3.7,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,17,DO_mgl,9.7,actual,LMP DO,pelagic,NA,NA
210,2011-08-17,0.5,DO_pctsat,100.3,actual,LMP DO,pelagic,NA,NA
210,2004-09-20,9,DO_mgl,6.3,actual,LMP DO,pelagic,NA,NA
210,1998-06-16,23,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,13,DO_mgl,10.1,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,12.5,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,12,DO_mgl,10.1,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,11.5,DO_mgl,10.2,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,11,DO_mgl,10.5,actual,LMP DO,pelagic,NA,NA
210,1998-06-16,17,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
210,1998-06-16,16,DO_mgl,10.2,actual,LMP DO,pelagic,NA,NA
210,1998-06-16,15,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
210,2018-07-24,27,DO_pctsat,63.1,actual,LMP DO,pelagic,NA,NA
210,2018-07-24,26,DO_pctsat,66,actual,LMP DO,pelagic,NA,NA
210,2018-07-24,25,DO_pctsat,68.1,actual,LMP DO,pelagic,NA,NA
210,2018-07-24,24,DO_pctsat,68.1,actual,LMP DO,pelagic,NA,NA
210,1998-06-16,6,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
210,1992-07-29,2,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
