station,date,depth_m,parameter,value,depth.measurement,datasource,sitetype,do_flag,flag
200,1987-08-11,12,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
200,2007-06-11,8,DO_pctsat,36.6,actual,LMP DO,pelagic,NA,NA
200,1994-08-17,4,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,1987-05-29,18,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
200,2019-09-30,10.924,temp_C,14.7,actual,LMP DO,pelagic,NA,NA
200,2019-09-30,11.963000000000001,temp_C,12.8,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,19,temp_C,10,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,3,DO_mgl,8.65,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,9,temp_C,12.7,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,11,temp_C,14.3,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,16,DO_mgl,6.9,actual,LMP DO,pelagic,NA,NA
200,2008-07-01,17,DO_mgl,4.54,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,15,temp_C,12.2,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,13,DO_mgl,3.9499999999999997,actual,LMP DO,pelagic,NA,NA
200,1986-09-02,16,DO_mgl,3.6,actual,LMP DO,pelagic,NA,NA
200,2007-08-14,16,DO_mgl,4.17,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,8,DO_mgl,9.1,actual,LMP DO,pelagic,NA,NA
200,1997-08-11,1,DO_pctsat,100,actual,LMP DO,pelagic,NA,NA
200,1997-08-11,0.5,DO_pctsat,100,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,0.1,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,1,temp_C,24.3,actual,LMP DO,pelagic,NA,NA
200,1998-05-27,18,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,4.9110000000000005,DO_mgl,8.43,actual,LMP DO,pelagic,NA,NA
200,1999-08-10,14,temp_C,11,actual,LMP DO,pelagic,NA,NA
200,2003-08-18,5,temp_C,24.1,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,3,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,15,DO_mgl,4.3,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,14,DO_mgl,4.22,actual,LMP DO,pelagic,NA,NA
200,2007-08-14,13,temp_C,11,actual,LMP DO,pelagic,NA,NA
200,2019-09-16,10.792,DO_mgl,6.63,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,10.5,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,6,temp_C,22.5,actual,LMP DO,pelagic,NA,NA
200,2009-08-12,0.5,DO_pctsat,101.4,actual,LMP DO,pelagic,NA,NA
200,2007-06-11,3,DO_pctsat,72.5,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,11,DO_pctsat,79,actual,LMP DO,pelagic,NA,NA
200,2007-08-14,2,DO_pctsat,111,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,2,DO_mgl,7.2,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,5,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,5.5,DO_mgl,9.9,actual,LMP DO,pelagic,NA,NA
200,2000-10-03,6,temp_C,16,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,9.5,DO_mgl,12.6,actual,LMP DO,pelagic,NA,NA
200,2014-06-09,3,DO_pctsat,104.5,actual,LMP DO,pelagic,NA,NA
200,2018-07-24,16,temp_C,8.5,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,17,DO_pctsat,60,actual,LMP DO,pelagic,NA,NA
200,1996-07-24,3,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
200,2018-06-18,1,DO_pctsat,103.4,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,10,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,9,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,10,DO_mgl,9.4,actual,LMP DO,pelagic,NA,NA
200,2007-06-11,2,DO_pctsat,78.8,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,2,DO_mgl,8.69,actual,LMP DO,pelagic,NA,NA
200,2008-06-03,6,DO_mgl,12.94,actual,LMP DO,pelagic,NA,NA
200,2008-06-03,2,DO_mgl,11.82,actual,LMP DO,pelagic,NA,NA
200,2004-05-25,7,temp_C,12.5,actual,LMP DO,pelagic,NA,NA
200,2008-06-03,0.5,DO_mgl,9.7,actual,LMP DO,pelagic,NA,NA
200,2006-07-24,1,DO_pctsat,110.7,actual,LMP DO,pelagic,NA,NA
200,1997-06-02,0.5,DO_mgl,11.2,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,7,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,6,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,13.120999999999999,temp_C,10.5,actual,LMP DO,pelagic,NA,NA
200,2012-06-19,4,DO_pctsat,98.4,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,10,DO_mgl,12.7,actual,LMP DO,pelagic,NA,NA
200,2000-10-03,5,temp_C,16.1,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,16,DO_mgl,4.659999999999999,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,9,DO_pctsat,88,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,9,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,8,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,2007-06-11,12,DO_mgl,2.75,actual,LMP DO,pelagic,NA,NA
200,1998-09-09,19,DO_pctsat,53,actual,LMP DO,pelagic,NA,NA
200,1998-09-09,18,DO_pctsat,54,actual,LMP DO,pelagic,NA,NA
200,2017-09-18,5,DO_mgl,9.219999999999999,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,23,DO_mgl,0.8,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,8.5,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,8,DO_mgl,8.5,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,10,temp_C,14.3,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,9,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
200,2008-07-29,10,DO_mgl,3.64,actual,LMP DO,pelagic,NA,NA
200,1999-07-20,2,DO_pctsat,105,actual,LMP DO,pelagic,NA,NA
200,2012-06-19,5,DO_pctsat,98.9,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,4.5,DO_mgl,9.2,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,11,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
200,2001-08-21,0.5,DO_mgl,6.9,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,11,DO_pctsat,76,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,10,DO_pctsat,80,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,19,DO_mgl,6.52,actual,LMP DO,pelagic,NA,NA
200,1998-07-20,18,DO_pctsat,100,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,7,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,2001-07-23,9,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,20,temp_C,10.2,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,19,temp_C,10.2,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,21,DO_mgl,2.4,actual,LMP DO,pelagic,NA,NA
200,1999-06-07,4,DO_pctsat,91,actual,LMP DO,pelagic,NA,NA
200,2001-07-23,1,DO_pctsat,82.9,actual,LMP DO,pelagic,NA,NA
200,1987-05-29,11,DO_mgl,10.4,actual,LMP DO,pelagic,NA,NA
200,1992-07-29,13,DO_pctsat,77,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,12.5,DO_pctsat,73,actual,LMP DO,pelagic,NA,NA
200,1989-06-28,6.5,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,4,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,2012-08-20,0.5,DO_pctsat,104.5,actual,LMP DO,pelagic,NA,NA
200,2004-05-25,1,temp_C,14.9,actual,LMP DO,pelagic,NA,NA
200,1999-08-10,17,DO_mgl,10.6,actual,LMP DO,pelagic,NA,NA
200,1993-10-17,0.5,DO_mgl,10.5,actual,LMP DO,pelagic,NA,NA
200,1998-07-06,9,temp_C,15,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,17,DO_mgl,6.76,actual,LMP DO,pelagic,NA,NA
200,1998-07-20,17,DO_pctsat,100,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,6,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,5,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,12,DO_pctsat,79.5,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,11,DO_pctsat,89.3,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,18,temp_C,10.3,actual,LMP DO,pelagic,NA,NA
200,2007-08-14,8,DO_mgl,5.58,actual,LMP DO,pelagic,NA,NA
200,1999-06-07,3,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
200,1999-06-07,2,DO_pctsat,84,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,9,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,1,temp_C,18.2,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,4,temp_C,15.4,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,17,temp_C,8.6,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,16,DO_pctsat,43,actual,LMP DO,pelagic,NA,NA
200,1997-05-20,19,DO_mgl,11.3,actual,LMP DO,pelagic,NA,NA
200,1999-07-20,3,DO_pctsat,102,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,10.5,DO_mgl,12.6,actual,LMP DO,pelagic,NA,NA
200,1996-07-24,11,DO_mgl,8,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,14,DO_mgl,4.99,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,4,DO_mgl,7.72,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,13,DO_pctsat,51.5,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,4,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,2008-07-01,1,temp_C,22,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,17,temp_C,10.3,actual,LMP DO,pelagic,NA,NA
200,2017-09-18,9,DO_mgl,8.719999999999999,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,4,temp_C,20.1,actual,LMP DO,pelagic,NA,NA
200,1999-06-07,1,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
200,1993-08-08,9,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
200,1993-08-08,8,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,2010-09-13,6,DO_mgl,8.59,actual,LMP DO,pelagic,NA,NA
200,2010-09-13,5,DO_mgl,8.61,actual,LMP DO,pelagic,NA,NA
200,2010-09-13,2,DO_mgl,8.69,actual,LMP DO,pelagic,NA,NA
200,2010-09-13,1,DO_mgl,8.75,actual,LMP DO,pelagic,NA,NA
200,2010-09-13,0.5,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,5,DO_mgl,9.5,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,13,DO_mgl,5.41,actual,LMP DO,pelagic,NA,NA
200,1993-10-17,2,DO_mgl,10.5,actual,LMP DO,pelagic,NA,NA
200,1992-05-26,20.5,DO_mgl,12.1,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,2,DO_mgl,8.27,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,3.9339999999999997,DO_pctsat,95.6,actual,LMP DO,pelagic,NA,NA
200,2008-07-01,0.5,temp_C,22.1,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,9,DO_pctsat,107.3,actual,LMP DO,pelagic,NA,NA
200,2019-08-19,6.154999999999999,DO_mgl,8.25,actual,LMP DO,pelagic,NA,NA
200,2017-09-18,11,DO_mgl,6.6,actual,LMP DO,pelagic,NA,NA
200,2007-08-14,4,DO_mgl,9.239999999999998,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,2.9309999999999996,temp_C,21.4,actual,LMP DO,pelagic,NA,NA
200,1999-06-07,0.5,DO_pctsat,89,actual,LMP DO,pelagic,NA,NA
200,1992-07-29,16,DO_pctsat,70,actual,LMP DO,pelagic,NA,NA
200,1992-07-29,14,DO_pctsat,77,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,12,DO_pctsat,79,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,17,DO_pctsat,41,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,7,DO_mgl,8.709999999999999,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,15,DO_mgl,4.75,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,16,DO_mgl,10,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,12,DO_mgl,3.9899999999999998,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,9,DO_mgl,9.950000000000001,actual,LMP DO,pelagic,NA,NA
200,2009-08-12,1,DO_pctsat,101.2,actual,LMP DO,pelagic,NA,NA
200,2017-09-18,12,DO_mgl,5.42,actual,LMP DO,pelagic,NA,NA
200,2017-09-18,13,DO_mgl,4.5,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,3.9339999999999997,temp_C,21.4,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,0.5,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,2014-06-09,5,DO_mgl,9.639999999999999,actual,LMP DO,pelagic,NA,NA
200,1997-05-20,19,temp_C,7.1,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,15,DO_mgl,6.35,actual,LMP DO,pelagic,NA,NA
200,2008-06-03,1,DO_mgl,10.7,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,2,DO_mgl,9.02,actual,LMP DO,pelagic,NA,NA
200,2004-05-25,5,temp_C,14.7,actual,LMP DO,pelagic,NA,NA
200,2006-07-24,0.5,DO_pctsat,111.8,actual,LMP DO,pelagic,NA,NA
200,2001-08-21,3,DO_mgl,6.8,actual,LMP DO,pelagic,NA,NA
200,1996-07-24,12,DO_mgl,7.6,actual,LMP DO,pelagic,NA,NA
200,1993-06-27,19,DO_pctsat,74,actual,LMP DO,pelagic,NA,NA
200,1998-07-06,10,temp_C,14,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,18,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
200,2008-07-01,9,temp_C,13.7,actual,LMP DO,pelagic,NA,NA
200,2000-07-06,5,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,2000-07-06,4,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,14,DO_mgl,10.3,actual,LMP DO,pelagic,NA,NA
200,1992-05-26,20.5,DO_pctsat,97,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,10,DO_pctsat,88,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,3,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,2017-06-20,2,temp_C,21,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,14,DO_mgl,6.7,actual,LMP DO,pelagic,NA,NA
200,1997-07-08,16,DO_pctsat,71,actual,LMP DO,pelagic,NA,NA
200,1987-05-29,17,DO_mgl,10.1,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,0.1,temp_C,21.9,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,6.008,temp_C,21.4,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,6.952,temp_C,21.4,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,2,temp_C,24.4,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,2.9309999999999996,DO_mgl,8.450000000000001,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,7.954,DO_mgl,8.360000000000001,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,2,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
200,2001-08-21,4,DO_mgl,6.7,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,12,DO_mgl,9.54,actual,LMP DO,pelagic,NA,NA
200,2006-09-11,4,DO_mgl,8.65,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,11,DO_mgl,7.18,actual,LMP DO,pelagic,NA,NA
200,2004-05-25,2,temp_C,14.8,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,21,DO_mgl,5.7700000000000005,actual,LMP DO,pelagic,NA,NA
200,2017-08-22,18,DO_mgl,4.39,actual,LMP DO,pelagic,NA,NA
200,2016-05-31,0.5,DO_mgl,9.25,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,9.921,DO_pctsat,80.7,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,6,DO_mgl,6.56,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,4,DO_pctsat,90.3,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,2,DO_pctsat,89.2,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,2,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,10.117999999999999,DO_pctsat,81.2,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,5,temp_C,22.8,actual,LMP DO,pelagic,NA,NA
200,2001-09-17,11,DO_mgl,8,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,3,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,1,DO_mgl,7.1,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,0.1,DO_mgl,9.02,actual,LMP DO,pelagic,NA,NA
200,2006-09-11,5,DO_mgl,8.38,actual,LMP DO,pelagic,NA,NA
200,2016-05-31,0.5,DO_pctsat,106.8,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,19.2,DO_pctsat,77,actual,LMP DO,pelagic,NA,NA
200,2008-07-29,4,DO_mgl,4.859999999999999,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,20,DO_mgl,6.22,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,4,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,10,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,7,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
200,1991-06-28,13,DO_mgl,10.6,actual,LMP DO,pelagic,NA,NA
200,1986-09-02,2,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,4,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,2,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1997-06-02,0.5,temp_C,11.1,actual,LMP DO,pelagic,NA,NA
200,1997-05-20,18,temp_C,7.1,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,7,DO_mgl,9.51,actual,LMP DO,pelagic,NA,NA
200,1997-05-20,16,temp_C,7.2,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,19,DO_pctsat,41,actual,LMP DO,pelagic,NA,NA
200,2013-08-19,10,temp_C,14,actual,LMP DO,pelagic,NA,NA
200,2006-09-11,6,DO_mgl,8.19,actual,LMP DO,pelagic,NA,NA
200,2008-07-29,5,DO_mgl,4.7700000000000005,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,1,DO_pctsat,96,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,2,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,3,DO_pctsat,93,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,22,temp_C,9.8,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,6,DO_mgl,9.2,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,5,DO_mgl,9.2,actual,LMP DO,pelagic,NA,NA
200,2018-09-17,15,DO_mgl,5.49,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,9,temp_C,16.5,actual,LMP DO,pelagic,NA,NA
200,1993-08-08,13,DO_pctsat,78,actual,LMP DO,pelagic,NA,NA
200,1993-09-05,1,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
200,1992-08-28,0.5,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,6,DO_mgl,7.68,actual,LMP DO,pelagic,NA,NA
200,1995-08-10,9,DO_mgl,11.2,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,8.102,DO_mgl,9.239999999999998,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,13,DO_pctsat,70.5,actual,LMP DO,pelagic,NA,NA
200,1989-08-30,11.5,DO_pctsat,57,actual,LMP DO,pelagic,NA,NA
200,2004-06-21,10,DO_pctsat,100.5,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,4,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
200,2018-09-17,14,DO_mgl,5.84,actual,LMP DO,pelagic,NA,NA
200,2018-09-17,13,DO_mgl,6.4,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,8,temp_C,18.5,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,7,temp_C,20.8,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,10,DO_mgl,9.28,actual,LMP DO,pelagic,NA,NA
200,1987-08-11,8.5,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,11.5,DO_pctsat,80,actual,LMP DO,pelagic,NA,NA
200,1994-09-14,17,DO_pctsat,31,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,14,DO_mgl,6.51,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,5.5,temp_C,17.5,actual,LMP DO,pelagic,NA,NA
200,1995-09-05,16,DO_pctsat,45,actual,LMP DO,pelagic,NA,NA
200,2006-08-15,16,temp_C,11.5,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,13,DO_mgl,6.6499999999999995,actual,LMP DO,pelagic,NA,NA
200,2008-07-29,6,DO_mgl,4.470000000000001,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,8.102,temp_C,16.2,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,11,DO_mgl,7.6,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,10,DO_mgl,8.350000000000001,actual,LMP DO,pelagic,NA,NA
200,1998-08-18,0.5,DO_mgl,7.6,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,12,DO_mgl,8.51,actual,LMP DO,pelagic,NA,NA
200,1992-07-01,12,DO_pctsat,101,actual,LMP DO,pelagic,NA,NA
200,1999-08-10,3,temp_C,21.5,actual,LMP DO,pelagic,NA,NA
200,1989-08-30,11,DO_pctsat,62,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,10,DO_pctsat,102.2,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,3,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,2,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
200,1994-08-17,6,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
200,2018-09-17,12,DO_mgl,7.68,actual,LMP DO,pelagic,NA,NA
200,2018-09-17,11,DO_mgl,8.9,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,6,temp_C,24,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,2,temp_C,16.5,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,9,temp_C,18.5,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,8,temp_C,13,actual,LMP DO,pelagic,NA,NA
200,1997-05-20,17,temp_C,7.2,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,12,DO_mgl,7.3,actual,LMP DO,pelagic,NA,NA
200,2008-07-29,7,DO_mgl,4.5,actual,LMP DO,pelagic,NA,NA
200,1999-07-20,8,DO_pctsat,111,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,20,DO_pctsat,40,actual,LMP DO,pelagic,NA,NA
200,2012-06-19,7,DO_pctsat,97.5,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,6.952,DO_mgl,8.42,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,12.190999999999999,temp_C,10.9,actual,LMP DO,pelagic,NA,NA
200,2014-06-09,4,DO_pctsat,104.5,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,7,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,7,DO_pctsat,100.1,actual,LMP DO,pelagic,NA,NA
200,1997-07-08,19,DO_mgl,8.4,actual,LMP DO,pelagic,NA,NA
200,2009-08-12,3,DO_pctsat,100.1,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,1,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
200,1987-05-29,20,DO_mgl,9.8,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,5,temp_C,24.3,actual,LMP DO,pelagic,NA,NA
200,2014-06-09,10,DO_pctsat,96.2,actual,LMP DO,pelagic,NA,NA
200,2001-08-21,7,DO_mgl,7.9,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,3.9339999999999997,DO_mgl,8.450000000000001,actual,LMP DO,pelagic,NA,NA
200,2019-09-04,6.008,DO_mgl,8.43,actual,LMP DO,pelagic,NA,NA
200,2003-08-18,10,temp_C,13.9,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,7.09,temp_C,18.2,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,5,DO_mgl,9.09,actual,LMP DO,pelagic,NA,NA
200,1997-09-10,18,DO_pctsat,41,actual,LMP DO,pelagic,NA,NA
200,2012-06-19,6,DO_pctsat,98.4,actual,LMP DO,pelagic,NA,NA
200,2005-08-22,7,DO_mgl,9.04,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,1,DO_mgl,8.29,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,0.5,DO_mgl,8.28,actual,LMP DO,pelagic,NA,NA
200,1994-08-17,17,DO_pctsat,40,actual,LMP DO,pelagic,NA,NA
200,2018-08-13,10,DO_mgl,10.15,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,8,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
200,2009-05-26,0.5,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,2,temp_C,21.9,actual,LMP DO,pelagic,NA,NA
200,2011-07-19,4,temp_C,24.3,actual,LMP DO,pelagic,NA,NA
200,1990-06-21,0.5,DO_mgl,7.3,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,6,temp_C,14.1,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,16,DO_pctsat,56,actual,LMP DO,pelagic,NA,NA
200,2012-06-19,9,DO_pctsat,92.1,actual,LMP DO,pelagic,NA,NA
200,2008-06-03,5,DO_mgl,12.69,actual,LMP DO,pelagic,NA,NA
200,2020-10-15,16.096,pH,6.25,actual,LMP DO,pelagic,NA,NA
200,2016-06-21,1,temp_C,21.3,actual,LMP DO,pelagic,NA,NA
200,1996-07-24,10,DO_pctsat,79,actual,LMP DO,pelagic,NA,NA
200,1996-07-24,9,DO_pctsat,88,actual,LMP DO,pelagic,NA,NA
200,1993-06-13,9,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
200,2019-07-29,7.09,DO_pctsat,101.5,actual,LMP DO,pelagic,NA,NA
200,1990-08-28,15,DO_mgl,6.3,actual,LMP DO,pelagic,NA,NA
200,1997-07-22,5,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
