date,stream_no,TP_mmolm3,TN_mmolm3,DOC_mmolm3,flag,source
2013-06-05,750,0.25828313197096087,NA,NA,NA,LSPA LMP VLAP
2013-06-04,505,0.35513930646007114,NA,NA,NA,LSPA LMP VLAP
2013-06-04,510,0.290568523467331,NA,NA,NA,LSPA LMP VLAP
2013-06-03,805,0.6779932214237723,NA,NA,NA,LSPA LMP VLAP
2013-06-03,800,0.6134224384310321,NA,NA,NA,LSPA LMP VLAP
2013-06-03,540,0.41971008945281135,NA,NA,NA,LSPA LMP VLAP
2013-06-03,670,0.35513930646007114,NA,NA,NA,LSPA LMP VLAP
2013-06-02,790,0.41971008945281135,NA,NA,NA,LSPA LMP VLAP
2013-06-02,788,0.6457078299274023,NA,NA,NA,LSPA LMP VLAP
2013-05-08,750,0.16142695748185057,NA,NA,NA,LSPA LMP VLAP
2013-05-08,790,0.48428087244555157,NA,NA,NA,LSPA LMP VLAP
2013-05-08,670,0.4519954809491815,NA,NA,NA,LSPA LMP VLAP
2013-05-08,788,0.25828313197096087,NA,NA,NA,LSPA LMP VLAP
2013-05-08,760,0.32285391496370114,NA,NA,NA,LSPA LMP VLAP
2013-05-07,805,0.41971008945281135,NA,NA,NA,LSPA LMP VLAP
2013-05-07,800,0.4519954809491815,NA,NA,NA,LSPA LMP VLAP
2013-05-06,540,0.3874246979564413,NA,NA,NA,LSPA LMP VLAP
2013-05-06,510,0.16142695748185057,NA,NA,NA,LSPA LMP VLAP
2013-05-06,830,0.5165662639419217,NA,NA,NA,LSPA LMP VLAP
2013-05-06,835,0.16142695748185057,NA,NA,NA,LSPA LMP VLAP
2013-05-06,505,0.25828313197096087,NA,NA,NA,LSPA LMP VLAP
2012-10-02,788,0.41971008945281135,NA,NA,NA,LSPA LMP VLAP
2012-10-02,750,0.35513930646007114,NA,NA,NA,LSPA LMP VLAP
2012-10-02,760,0.6134224384310321,NA,NA,NA,LSPA LMP VLAP
2012-10-02,790,0.4519954809491815,NA,NA,NA,LSPA LMP VLAP
2012-10-01,805,0.3874246979564413,NA,NA,NA,LSPA LMP VLAP
2012-10-01,540,1.5496987918257652,NA,NA,NA,LSPA LMP VLAP
2012-10-01,835,0.32285391496370114,NA,NA,NA,LSPA LMP VLAP
2012-10-01,800,0.581137046934662,NA,NA,NA,LSPA LMP VLAP
2012-10-01,670,0.35513930646007114,NA,NA,NA,LSPA LMP VLAP
2012-10-01,510,0.32285391496370114,NA,NA,NA,LSPA LMP VLAP
2012-10-01,505,0.22599774047459076,NA,NA,NA,LSPA LMP VLAP
2012-10-01,830,0.903990961898363,NA,NA,NA,LSPA LMP VLAP
2012-09-04,790,0.8071347874092527,NA,NA,NA,LSPA LMP VLAP
2012-09-04,788,0.7425640044165124,NA,NA,NA,LSPA LMP VLAP
2012-09-04,510,1.2914156598548046,NA,NA,NA,LSPA LMP VLAP
2012-09-04,505,0.22599774047459076,NA,NA,NA,LSPA LMP VLAP
2012-09-04,830,0.8717055704019929,NA,NA,NA,LSPA LMP VLAP
2012-09-03,800,0.6134224384310321,NA,NA,NA,LSPA LMP VLAP
2012-09-03,670,0.4519954809491815,NA,NA,NA,LSPA LMP VLAP
