time,FLOW,SALT,TEMP,OGM_doc,OGM_poc,OGM_don,NIT_nit,NIT_amm,OGM_pon,PHS_frp,OGM_dop,OGM_pop,PHS_frp_ads
1981-12-23,0.0147029731094462,0,0.633690788779528,125,12.5,133.48341866027,33.3708546650676,33.3708546650676,133.48341866027,0.012186621777842,0.0592806855972991,0.270171208227412,0.206552911488847
1981-12-24,0.0147029731094462,0,0.633690788779528,125,12.5,299.421913272235,74.8554783180587,74.8554783180587,299.421913272235,0.018109114222898,0.0880900979995206,0.401469854297466,0.306934139371152
1981-12-25,0.0146371569723727,0,0.633690788779528,125,12.5,181.128172045992,45.2820430114981,45.2820430114981,181.128172045992,0.00690120416989868,0.03357026435188,0.152996187359788,0.116969562201672
1981-12-26,0.0146371569723727,0,0.633690788779528,125,12.5,357.728118837803,89.4320297094508,89.4320297094508,357.728118837803,0.0212847102137316,0.103537488666796,0.471871202704422,0.360757800232739
1981-12-27,0.0146371569723727,0,0.633690788779528,125,12.5,272.870539986343,68.2176349965858,68.2176349965858,272.870539986343,0.0222192892481487,0.108083661257944,0.49259034468777,0.376598122849978
1981-12-28,0.0146371569723727,0,0.633690788779528,125,12.5,251.171158088886,62.7927895222216,62.7927895222216,251.171158088886,0.00569619271700744,0.0277085984708667,0.126281696166877,0.0965456392713125
1981-12-29,0.0146371569723727,0,0.633690788779528,125,12.5,65.3310843197252,16.3327710799313,16.3327710799313,65.3310843197252,0.00965744197632158,0.0469777262238016,0.214100578051332,0.16368545722579
1981-12-30,0.0146371569723727,0,0.633690788779528,125,12.5,99.5934449254652,24.8983612313663,24.8983612313663,99.5934449254652,0.00883506009553637,0.0429773262274396,0.195868789914603,0.149746781280277
1981-12-31,0.0146371569723727,0,0.633690788779528,125,12.5,414.532869878332,103.633217469583,103.633217469583,414.532869878332,0.0192714573732874,0.0937442079005675,0.42723841091966,0.326634870733685
1982-01-01,0.0146371569723727,0,0.633690788779528,125,12.5,240.876871328761,60.2192178321902,60.2192178321902,240.876871328761,0.0150765011169146,0.0733382342466861,0.334238363744478,0.25553391723584
1982-01-02,0.0146371569723727,0,0.633690788779528,125,12.5,246.053029549035,61.5132573872587,61.5132573872587,246.053029549035,0.00358810546175318,0.0174540045342909,0.0795464736266638,0.060815346809376
1982-01-03,0.0146371569723727,0,0.633690788779528,125,12.5,90.5176048489864,22.6294012122466,22.6294012122466,90.5176048489864,0.0191764491096279,0.0932820490586986,0.425132126023616,0.325024561180135
1982-01-04,0.0159758237595303,0,0.633690788779528,125,12.5,133.194428692734,33.2986071731834,33.2986071731834,133.194428692734,0.0101332060278623,0.0492920361016351,0.224648025160066,0.17174925470953
1982-01-05,0.0160670396856223,0,0.633690788779528,125,12.5,207.249963538508,51.8124908846269,51.8124908846269,207.249963538508,0.00204362630432035,0.00994102964982951,0.045306156034763,0.0346377339715314
1982-01-06,0.0147283728984648,0,0.633690788779528,125,12.5,77.808844652476,19.452211163119,19.452211163119,77.808844652476,0.0165787564946534,0.0806458154909409,0.367542601610282,0.280995872790735
1982-01-07,0.0146371569723727,0,0.633690788779528,125,12.5,168.010462581056,42.0026156452639,42.0026156452639,168.010462581056,0.0070051515261972,0.0340759065765864,0.155300647394338,0.118731381799953
1982-01-08,0.0146371569723727,0,0.633690788779528,125,12.5,359.424012653632,89.856003163408,89.856003163408,359.424012653632,0.00980176636695415,0.0476797787680651,0.217300176406374,0.166131633338206
1982-01-09,0.0146371569723727,0,0.633690788779528,125,12.5,695.405090423716,173.851272605929,173.851272605929,695.405090423716,0.00602102552393887,0.0292887173791603,0.133483074327323,0.10205128006676
1982-01-10,0.0146371569723727,0,0.633690788779528,125,12.5,76.2753859003464,19.0688464750866,19.0688464750866,76.2753859003464,0.00285302804310614,0.0138782889554485,0.0632501810234378,0.0483564075102735
1982-01-11,0.0146371569723727,0,0.633690788779528,125,12.5,275.664552008127,68.9161380020318,68.9161380020318,275.664552008127,0.00206669762344264,0.0100532579309837,0.045817635448525,0.0350287732786888
1982-01-12,0.0146371569723727,0,0.633690788779528,125,12.5,239.734485244365,59.9336213110912,59.9336213110912,239.734485244365,0.0161236458246067,0.07843197206207,0.357453029467552,0.273282132620453
1982-01-13,0.0146371569723727,0,0.633690788779528,125,12.5,441.499675399736,110.374918849934,110.374918849934,441.499675399736,0.00792772698291923,0.0385636888830139,0.175753676163701,0.134368253947784
1982-01-14,0.0146371569723727,0,0.633690788779528,125,12.5,296.071141795359,74.0177854488397,74.0177854488397,296.071141795359,0.00834644892820938,0.0406005227524762,0.18503652878132,0.141465236071346
1982-01-15,0.0146371569723727,0,0.633690788779528,125,12.5,503.981744111228,125.995436027807,125.995436027807,503.981744111228,0.0110005696853134,0.0535112457573718,0.243877036413388,0.186450333649379
1982-01-16,0.0145118710386222,0,0.633690788779528,125,12.5,439.04175592394,109.760438980985,109.760438980985,439.04175592394,0.00188865651909001,0.00918719357591243,0.0418705546944024,0.0320111274422036
1982-01-17,0.0145118710386222,0,0.633690788779528,125,12.5,176.718694355956,44.1796735889891,44.1796735889891,176.718694355956,0.0217934925664065,0.10601241299252,0.483150648760334,0.369381229939094
1982-01-18,0.0145118710386222,0,0.633690788779528,125,12.5,161.813539927368,40.453384981842,40.453384981842,161.813539927368,0.0174125754091699,0.0847018498717249,0.386027942969394,0.295128396765592
1982-01-19,0.0145118710386222,0,0.633690788779528,125,12.5,58.6880751779768,14.6720187944942,14.6720187944942,58.6880751779768,0.0242269568771774,0.117849773283897,0.53709931517539,0.410626387748769
