"DateTime","Depth","DOSat","DOppm","Flag"
2017-09-18 12:00:00,16,46.5,156.5625,NA
2017-09-18 12:00:00,27,25.2,88.125,NA
2017-09-18 12:00:00,6,102.2,285.9375,NA
2017-09-18 12:00:00,7,101.6,285.3125,NA
2017-09-18 12:00:00,8,101.2,285,NA
2017-09-18 12:00:00,9,98.2,277.8125,NA
2017-09-18 12:00:00,10,90.3,263.75,NA
2017-09-18 12:00:00,11,72.5,224.375,NA
2017-09-18 12:00:00,12,58.1,186.5625,NA
2017-09-18 12:00:00,13,53.1,173.75,NA
2017-09-18 12:00:00,2,105.7,283.75,NA
2017-09-18 12:00:00,15,46.9,156.5625,NA
2017-09-18 12:00:00,1,105.8,284.375,NA
2017-09-18 12:00:00,17,39.8,135,NA
2017-09-18 12:00:00,18,41.2,140,NA
2017-09-18 12:00:00,19,42.6,145.625,NA
2017-09-18 12:00:00,20,40.7,139.6875,NA
2017-09-18 12:00:00,21,38,130.9375,NA
2017-09-18 12:00:00,22,36.3,125.3125,NA
2017-09-18 12:00:00,23,33,114.375,NA
2017-09-18 12:00:00,24,32.6,113.125,NA
2017-09-18 12:00:00,25,30.2,105,NA
2017-09-18 12:00:00,26,28.7,99.6875,NA
2017-09-18 12:00:00,14,48.7,161.25,NA
2017-09-18 12:00:00,4,104.6,288.4375,NA
2017-09-18 12:00:00,5,102.6,285.625,NA
2017-09-18 12:00:00,0,106.1,285.9375,NA
2017-09-18 12:00:00,28,19.1,66.5625,NA
2017-09-18 12:00:00,3,105.5,282.8125,NA
2017-09-18 12:00:00,30,13.1,45.9375,NA
2017-09-18 12:00:00,29,16.3,57.1875,NA
2017-08-22 12:00:00,5,103.5,269.375,NA
2017-08-22 12:00:00,13,66.5,219.0625,NA
2017-08-22 12:00:00,12,67.4,218.4375,NA
2017-08-22 12:00:00,11,80.6,254.6875,NA
2017-08-22 12:00:00,10,92,281.25,NA
2017-08-22 12:00:00,9,101.6,295.9375,NA
2017-08-22 12:00:00,8,104.7,289.6875,NA
2017-08-22 12:00:00,14,59.3,197.5,NA
2017-08-22 12:00:00,6,103.4,269.375,NA
2017-08-22 12:00:00,21,50,171.5625,NA
2017-08-22 12:00:00,7,102.7,268.4375,NA
