"DateTime","Depth","Secchi_m","extc_coef"
"1999-09-02",1,9.8,5.76470588235294
"1999-08-10",1,9.5,5.58823529411765
"1999-07-20",1,10,5.88235294117647
"1999-06-28",1,10.5,6.17647058823529
"1999-06-07",1,11.2,6.58823529411765
"1999-05-26",1,NA,NA
"1998-09-28",1,8.8,5.17647058823529
"1998-09-09",1,8.5,5
"1998-08-18",1,9,5.29411764705882
"1998-07-29",1,NA,NA
"1998-07-06",1,8.2,4.82352941176471
"1998-06-16",1,7.9,4.64705882352941
"1998-05-27",1,10.5,6.17647058823529
"1997-10-06",1,8.5,5
"1997-09-10",1,9.2,5.41176470588235
"1997-08-11",1,NA,NA
"1997-07-22",1,9.5,5.58823529411765
"1997-07-08",1,6.8,4
"1997-06-03",1,8,4.70588235294118
"1996-10-02",1,10.1,5.94117647058824
"1996-09-04",1,8.5,5
"1996-08-14",1,8,4.70588235294118
"1996-07-24",1,9.5,5.58823529411765
"1996-07-02",1,8.7,5.11764705882353
"1996-06-12",1,8,4.70588235294118
"1996-05-22",1,5.7,3.35294117647059
"1995-09-30",1,9.8,5.76470588235294
"1995-09-05",1,11.6,6.82352941176471
"1995-08-10",1,8.7,5.11764705882353
"1995-07-13",1,11.8,6.94117647058824
"1995-06-15",1,9.7,5.70588235294118
"1995-05-26",1,8.5,5
"1995-03-10",1,NA,NA
"1994-09-14",1,9.5,5.58823529411765
"1994-08-19",1,9.1,5.35294117647059
"1994-07-29",1,8.5,5
"1994-07-07",1,7.3,4.29411764705882
"1993-10-17",1,7.7,4.52941176470588
"1993-08-22",1,8.5,5
"1993-08-08",1,9.7,5.70588235294118
"1993-07-25",1,9.7,5.70588235294118
"1993-07-11",1,9.4,5.52941176470588
"1993-06-27",1,8.5,5
"1993-06-13",1,9,5.29411764705882
"1993-05-30",1,7.6,4.47058823529412
"1993-05-16",1,5.2,3.05882352941176
"1992-07-01",1,8.3,4.88235294117647
"2018-09-17",1,10.2,6
"2018-08-13",1,8.93,5.25294117647059
"2018-07-24",1,9.55,5.61764705882353
"2018-06-18",1,NA,NA
"2019-09-24",1,NA,NA
"2019-08-19",1,9.07,5.33529411764706
"2019-07-29",1,9.05,5.32352941176471
"2019-06-17",1,NA,NA
"2020-09-15",1,10.05,5.91176470588235
"2020-08-11",1,10,5.88235294117647
"2020-07-15",1,10.55,6.20588235294118
"2020-06-22",1,7.5,4.41176470588235
"2020-06-03",1,7.2,4.23529411764706
