DateTime,Fsed_dic,Ksed_dic,theta_sed_dic,RMSE
2022-04-22 15:30:58,0.001,100,1.19999928223009,70.7779458402624
2022-04-22 15:30:35,0.001,100,1.19999928223009,70.7779458402624
2022-04-22 15:30:12,0.00100000253426606,100,1.19999927317536,70.7779458578073
2022-04-22 15:29:49,0.00100000646336181,99.9999980560302,1.19999930972765,70.7779458753526
2022-04-22 15:29:26,0.00100003462293454,100,1.19999929327309,70.7779460449566
2022-04-22 15:29:03,0.001,100,1.19999928223009,70.7779458402624
2022-04-22 15:28:40,0.00100002060589666,100,1.19999933897593,70.7779459630782
2022-04-22 15:28:17,0.001,99.9999830833892,1.19999925927395,70.7779458406984
2022-04-22 15:27:55,0.00100003683045541,100,1.19999932324852,70.7779460566526
2022-04-22 15:27:32,0.00100011621388616,100,1.1999992970169,70.7779465186751
2022-04-22 15:27:09,0.00100008075601046,99.9999432741045,1.1999992251299,70.7779463152855
2022-04-22 15:26:46,0.001,100,1.19999927259875,70.7779458402624
2022-04-22 15:26:23,0.001,99.9999636969768,1.19999925788896,70.7779458411327
2022-04-22 15:26:00,0.00100000826681425,99.9999889808757,1.19999924683223,70.777945887266
2022-04-22 15:25:37,0.001,99.9999882708769,1.1999992700074,70.77794584048
2022-04-22 15:25:13,0.001,100,1.19999929346955,70.7779458402624
2022-04-22 15:24:50,0.001,99.9999694586208,1.19999924536604,70.777945840914
2022-04-22 15:24:27,0.00100002623823616,99.9999917097254,1.19999927057206,70.7779459925376
2022-04-22 15:24:03,0.00100002053291415,99.9998704586923,1.19999923910712,70.7779459659047
2022-04-22 15:23:40,0.00100003001930973,99.9999912441122,1.19999927601154,70.7779460159319
2022-04-22 15:23:17,0.001,99.9998576677305,1.19999925447317,70.7779458433061
2022-04-22 15:22:54,0.001,100,1.19999923649433,70.7779458402624
2022-04-22 15:22:31,0.001,100,1.19999929042137,70.7779458402624
2022-04-22 15:22:09,0.001,100,1.1999992423966,70.7779458402624
2022-04-22 15:21:46,0.001,100,1.19999923009512,70.7779458402624
2022-04-22 15:21:23,0.00100006111905385,99.9998771277892,1.19999920198548,70.7779461996218
2022-04-22 15:21:00,0.001,100,1.19999927988371,70.7779458402624
2022-04-22 15:20:37,0.001,99.9998003915614,1.19999924647021,70.7779458446102
2022-04-22 15:20:13,0.00100000749788733,99.9998496127889,1.19999925827175,70.777945884461
2022-04-22 15:19:51,0.00100000402485082,100,1.19999924370787,70.7779458636577
2022-04-22 15:19:28,0.00100004725654405,99.9999827725548,1.19999918876101,70.7779461155714
2022-04-22 15:19:05,0.001,99.9998439885125,1.19999924241593,70.7779458437412
2022-04-22 15:18:42,0.001,100,1.19999920907021,70.7779458402624
2022-04-22 15:18:20,0.00100005395369022,100,1.19999921489568,70.7779461560747
2022-04-22 15:17:57,0.001,99.9998388535763,1.19999920800968,70.7779458437412
2022-04-22 15:17:34,0.001,99.9998571239468,1.199999237626,70.7779458433061
2022-04-22 15:17:11,0.001,100,1.19999926026373,70.7779458402624
2022-04-22 15:16:49,0.001,100,1.19999924237048,70.7779458402624
2022-04-22 15:16:26,0.00100000788672607,100,1.19999918611454,70.7779458870491
2022-04-22 15:16:03,0.0010000526436971,99.9998545013498,1.19999929681666,70.7779461534876
2022-04-22 15:15:40,0.001,99.9998899636628,1.19999921405646,70.7779458426536
2022-04-22 15:15:17,0.00100009484383807,100,1.19999924285031,70.7779463958588
2022-04-22 15:14:54,0.001,99.9998173893368,1.19999920808303,70.7779458441758
2022-04-22 15:14:31,0.001,99.9999695881308,1.19999926857888,70.777945840914
2022-04-22 15:14:08,0.001,100,1.19999921246056,70.7779458402624
2022-04-22 15:13:45,0.001,99.9999516049408,1.19999923841368,70.7779458413492
2022-04-22 15:13:22,0.001,100,1.19999927581412,70.7779458402624
2022-04-22 15:13:00,0.001,99.9998220278897,1.19999918848041,70.7779458441758
2022-04-22 15:12:37,0.00100006981555324,100,1.19999924699086,70.7779462496492
2022-04-22 15:12:14,0.001,100,1.19999919838948,70.7779458402624
2022-04-22 15:11:51,0.0010000784721709,99.9999123423464,1.19999921369406,70.7779462983931
2022-04-22 15:11:28,0.00100002537978319,99.9999458312584,1.19999914839546,70.7779459875596
2022-04-22 15:11:05,0.001,99.9998960479293,1.19999916297738,70.7779458424367
2022-04-22 15:10:41,0.001,100,1.19999918483814,70.7779458402624
2022-04-22 15:10:18,0.001000079225153,99.9997928835902,1.19999918016131,70.777946306851
2022-04-22 15:09:54,0.001,99.9997141757428,1.19999915802019,70.7779458465661
2022-04-22 15:09:31,0.001,100,1.19999922001478,70.7779458402624
2022-04-22 15:09:09,0.001,99.9998685034943,1.19999917578149,70.777945843089
2022-04-22 15:08:46,0.001,99.999804576813,1.19999913773591,70.7779458446102
2022-04-22 15:08:23,0.001,100,1.19999919900343,70.7779458402624
2022-04-22 15:08:00,0.00100002158882529,99.9998906192053,1.19999919718637,70.7779459713184
2022-04-22 15:07:37,0.00100001719977854,100,1.19999924334975,70.7779459396848
2022-04-22 15:07:14,0.00100003931501131,100,1.19999924308913,70.7779460683495
2022-04-22 15:06:51,0.001,100,1.1999992191206,70.7779458402624
2022-04-22 15:06:28,0.001,99.9997766375383,1.1999992217273,70.7779458450447
2022-04-22 15:06:05,0.00100005338609799,100,1.19999917123661,70.7779461502268
2022-04-22 15:05:42,0.001,100,1.19999920271619,70.7779458402624
