DateTime,Fsed_amm,Fsed_amm.1,Fsed_amm.2,Ksed_amm,theta_sed_amm,RMSE
2022-04-22 09:07:07,1.18650478923686,1,9.93539696291758,77.9436628258212,1.2,11.1463988536286
2022-04-22 09:06:41,1.20214351778536,1.0199100934901,10,72.1137270537108,1.1951742221515,11.1287314605346
2022-04-22 09:06:15,1.09772706987956,1.04054473451816,9.90527177977684,72.8241586350804,1.19658984465107,11.5106397780424
2022-04-22 09:05:50,1.32172866294294,1.04322378798591,10,73.7465745678826,1.18663439924804,11.2455883339047
2022-04-22 09:05:25,1.16586043686061,1.03369077198701,9.89979645804419,86.2714007549555,1.2,11.7175360562336
2022-04-22 09:05:00,1.23255835518443,1.04047219370016,9.92066959491122,79.0209302599228,1.19178871130601,11.7627764743989
2022-04-22 09:04:35,1.16655946414491,1.0072841404826,9.9382447728542,74.7338773633721,1.1992039384113,11.2060322517922
2022-04-22 09:04:10,1.32564552639033,1,9.87938862948724,77.4359149135574,1.19267854558238,11.2485972449839
2022-04-22 09:03:46,1.21227686918202,1,9.96286024219498,75.802240409555,1.2,11.3794213219614
2022-04-22 09:03:21,1.27405325132471,1.00159238620661,9.99392763909888,75.4027482921288,1.19756580785347,11.2118740821085
2022-04-22 09:02:57,1.32586989070252,1.00802373859234,9.97249151163338,77.7343864568969,1.19822618977635,11.5874683023288
2022-04-22 09:02:31,1.30881018728492,1,9.81206660268123,65.1984341843533,1.18956990297872,11.5777962917178
2022-04-22 09:02:06,1.19392639096865,1.01712938853818,9.87878223765795,71.4450273371107,1.19627126295673,11.5152800197171
2022-04-22 09:01:41,1.31231626031883,1,9.85299528439512,72.3551008264998,1.19361564201676,11.4307841447175
2022-04-22 09:01:17,1.30274119692053,1.01813998032716,9.95593930468157,67.2159521952913,1.19263164223444,11.458271741293
2022-04-22 09:00:52,1.27048175506486,1.05124699017297,9.9109903867461,69.4143974529001,1.18839066032266,11.4512851191748
2022-04-22 09:00:28,1.1052973260921,1.04579346213156,9.93863522057248,84.1031312454018,1.2,11.5401068723802
2022-04-22 09:00:03,1.22452515406056,1.01993955594721,9.98945618626581,79.5390736008233,1.19871685289529,11.1455008803578
