DateTime,lw_factor,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_amplitude.2,sed_temp_mean,sed_temp_mean.1,sed_temp_mean.2,sed_temp_peak_doy,sed_temp_peak_doy.1,sed_temp_peak_doy.2,RMSE
4/20/22 4:27,0.9,2.880883866,4.585146737,3.535254469,11.99519498,16.72065925,20,268.5273198,276.2059077,279.0656343,1.972725904
4/20/22 4:36,0.9,2.906737459,4.595817882,3.496893216,12.05839081,16.8649115,19.97413688,267.1409741,275.3847167,278.6949931,1.984405091
4/20/22 4:29,0.90627107,2.865915123,4.701274257,3.447162493,12.06676526,16.9687311,20,269.0719193,275.9888206,278.8246016,1.985574256
4/20/22 3:20,0.9,3.30052992,4.622077236,3.399983502,11.97648273,16.08339827,19.83460304,265.5758634,274.3637094,277.451855,1.986754568
4/20/22 4:30,0.902188267,2.836314031,5.085842866,3.996524212,12.15598297,16.93217783,20,266.7917811,275.1657418,278.2072347,1.987391223
4/20/22 4:23,0.900272577,2.641442138,4.549393926,3.637151329,12.32839819,16.50635182,20,266.5952459,275.4191053,278.3270978,1.988801216
4/20/22 4:11,0.902464882,2.568439298,5.088626863,3.432567264,12.1699556,16.96149695,20,266.3935826,275.8838912,278.1508245,1.991184025
4/20/22 3:37,0.900601435,2.998756699,4.684409656,3.378809875,11.96637721,16.76596248,19.82954676,266.4592968,276.0373829,278.8390764,1.992585231
4/20/22 4:15,0.9,2.653605531,4.566817047,2.928905724,11.6448917,17.23774267,20,266.4598057,277.0989977,278.6644922,1.992662303
4/20/22 4:11,0.906182142,2.392263038,5.211187079,3.738312551,11.77137453,17.16780605,19.85944191,265.1967686,273.6242013,278.348135,1.992682338
4/20/22 3:19,0.911628544,2.466528267,4.858903994,3.63300336,12.16174401,16.29318543,20,263.7884528,274.5807258,276.2416082,1.992685886
4/20/22 3:10,0.902897599,3.040648629,5.159967215,3.756779964,11.86698694,16.69493972,19.68305522,264.80077,276.8691721,275.9587333,1.992737098
4/20/22 4:20,0.9,2.869937493,4.938106153,2.90044504,12.42745877,16.8928905,20,267.0337721,275.6488691,279.2566646,1.993360147
4/20/22 2:50,0.9,2.673811793,3.59533906,3.386485548,11.50908657,16.90745914,20,267.3653102,277.4438948,277.1682034,1.99338787
4/20/22 3:21,0.901074281,2.559632493,4.090339109,3.404923713,11.72731775,16.50609587,20,265.6065015,276.0846896,277.8734715,1.993463795
4/20/22 4:37,0.9,2.568111357,4.445616051,2.801451804,12.31846614,16.85392128,20,266.3271186,275.6403821,279.1855726,1.993711686
4/20/22 2:42,0.9,3.192675726,4.20432575,3.941081064,12.39536708,16.04862456,19.84132925,267.1968926,276.8732864,275.9500407,1.995352211
4/20/22 3:24,0.90518092,3.138489754,5.118057285,4.144055624,12.38868885,16.46723129,20,262.7927659,275.8041905,276.5576517,1.995847882
4/20/22 4:28,0.90887729,2.863411361,4.489466951,3.013351093,12.69632431,16.09731371,20,268.2242977,275.9680434,278.7484398,1.996423585
4/20/22 3:33,0.903471133,2.52858641,4.688207803,3.421178358,11.9480122,17.26776726,19.70931298,264.3724644,275.8920241,277.9199334,1.996589541
4/20/22 4:31,0.9,2.382841846,4.753630575,3.397251358,12.47110382,17.10813333,20,267.6273628,275.2588693,277.8897215,1.997329775
4/20/22 4:37,0.905074191,2.85272319,4.229035232,3.524381175,12.59224492,16.52097071,19.99325768,267.4825298,276.3886198,279.5386163,1.997532513
4/20/22 4:22,0.901055451,2.800917068,4.663092485,3.43388888,12.1591528,16.93249818,20,268.6186902,276.2553735,278.6173767,1.997839471
4/20/22 4:30,0.9,2.817961958,4.907852202,3.439562514,11.92248781,16.63198285,19.77769533,266.7281512,274.9876904,278.4940395,1.999286082
4/20/22 3:15,0.903828145,3.459040339,4.575176748,3.530723846,11.79996861,16.60948385,20,265.0657866,275.8415343,277.0901634,1.999946326
4/20/22 2:28,0.9,3.715459316,2.750231345,2.762868959,11.80478041,16.6982679,20,268.2012038,280,275.7877207,2.000478497
4/20/22 4:34,0.900632454,2.578929697,4.817788488,3.064774957,12.45721631,17.58773172,20,266.4389303,276.0404037,279.2173264,2.001011567
4/20/22 2:39,0.902588345,3.168841966,4.609081094,3.732753212,11.87062636,17.12461178,20,266.3782202,278.1416094,279.6334268,2.001501124
4/20/22 3:12,0.9,2.636215463,4.638333101,3.381963948,11.94368089,15.98318182,19.75015685,266.9541391,274.1757075,276.6521189,2.003435676
4/20/22 4:26,0.9,3.197999776,4.43889504,2.884841367,11.86221814,16.80266153,20,266.8293765,276.5049583,279.0551959,2.003744064
4/20/22 4:12,0.9,2.359410722,4.165757575,4.187687007,11.91073048,16.88382277,19.71100798,266.8727984,274.1983249,278.610052,2.003921123
4/20/22 4:19,0.900911932,2.314829889,4.664142595,3.156136915,12.03414752,17.47891234,19.92226419,267.3313464,275.8166527,277.0251879,2.004519367
4/20/22 3:35,0.915892044,2.662338125,5.273575291,3.868650846,11.85598631,16.79807821,20,263.6755694,275.3543152,278.4226322,2.006105885
4/20/22 3:40,0.908526894,2.517726137,4.366462434,3.664750752,12.11424319,16.16882053,19.82269929,264.4326205,276.3576709,278.1088317,2.006222723
4/20/22 2:11,0.915573784,3.676981437,2.64464599,2.27442825,11.93499926,16.05625556,20,266.596347,279.5558265,280,2.006832803
4/20/22 4:33,0.904575854,2.907529647,4.536947112,3.30109583,12.45582788,16.59989942,20,268.0150397,276.1397312,278.5819773,2.006869999
4/20/22 4:09,0.906794974,2.829307234,5.212363721,3.423938309,12.18495601,16.98719171,19.62848718,266.3447943,275.1210671,277.7057197,2.007102772
4/20/22 2:36,0.905517098,3.514550908,4.027527603,2.697735545,12.3329454,17.52099887,20,265.8092584,278.047106,275.8482289,2.00713477
4/20/22 3:30,0.904933125,2.360456022,3.868261729,3.571183582,12.55467044,17.01330778,20,264.7391175,277.0850158,277.8613947,2.007224955
4/20/22 4:38,0.902549072,3.03421512,4.357001832,3.568556393,12.83273491,16.64699611,20,267.5739383,276.4694992,278.4864279,2.00731217
4/20/22 4:31,0.9,2.905171326,4.274025523,3.369188322,12.74523389,16.82306748,20,268.1368989,276.5803378,279.7846628,2.008131952
4/20/22 4:34,0.9,2.805174682,4.856356589,3.200486767,12.39420486,16.83490755,19.63451297,268.0404477,276.3656022,278.3159741,2.009730459
4/20/22 4:18,0.911025794,2.31928949,4.948305614,3.162667795,12.51446424,16.90598089,20,265.2605814,275.3585275,277.8609432,2.009741841
4/20/22 3:26,0.9,3.134722732,4.934389977,3.758137854,12.27001177,16.35940293,20,264.8550395,275.3869908,276.5393069,2.010212515
4/20/22 4:39,0.904137385,2.956271484,4.759868322,3.688810627,11.94827154,18.06169483,20,267.5355651,276.1032948,278.5674479,2.011054694
4/20/22 4:25,0.9,2.736798952,5.081453588,2.989912182,12.07781439,17.24214955,20,267.9058223,277.3753975,278.4293695,2.011313015
4/20/22 3:30,0.9,3.127203451,5.376505334,3.333664409,12.4895955,16.44654691,20,265.8718595,276.5013695,276.7693166,2.012422133
4/20/22 3:18,0.907682988,2.58896897,5.012683831,3.160534141,12.14148718,16.52060988,19.44682065,264.4002797,274.9547109,276.0928559,2.012485144
4/20/22 4:17,0.914622161,2.295419838,4.974909312,3.44510443,11.91703061,16.72236217,20,266.0760225,276.4505838,278.0400435,2.012567032
4/20/22 4:33,0.91175422,2.985560874,5.016729576,3.650697528,12.19755688,17.22096456,20,267.4479191,275.4811654,278.3456188,2.012645698
4/20/22 3:36,0.903780071,2.912154668,5.33488885,4.133072221,12.31188583,16.41526423,20,263.6882254,275.5042228,276.4845528,2.012820075
4/20/22 4:32,0.910968538,3.229084854,4.52849852,3.494961709,12.25150086,17.02999345,19.77325539,268.3390945,276.3218509,278.8576272,2.013381503
4/20/22 3:14,0.90033626,2.722294103,4.465900871,3.963457465,11.90217299,16.34980013,19.5536165,264.8902748,275.2777837,276.9917325,2.014757896
4/20/22 3:15,0.907852798,3.066919338,5.001015479,2.787568806,11.89340422,16.45973233,19.40238146,264.7405696,275.6540215,276.8636717,2.016304365
4/20/22 3:33,0.912444042,2.909544502,5.303308352,3.724615928,12.47416026,16.5763076,19.92985278,262.5985867,276.1524646,276.8741479,2.016540784
4/20/22 4:16,0.906120127,2.631139094,5.637585776,3.702667315,11.92093516,17.30108119,19.61826645,266.0327515,275.8802146,277.6329696,2.016558062
4/20/22 3:10,0.9,3.350072203,5.138087755,2.705261078,12.21950385,17.38751795,19.40145884,264.3065699,276.8774574,277.1884407,2.017416561
4/20/22 4:21,0.908430438,2.211501835,4.767372094,3.281198174,12.41066092,17.53333265,19.90026492,267.1197795,276.5772156,278.5884812,2.018341895
4/20/22 3:01,0.9,2.953352133,4.386244171,4.03168786,12.06391928,17.34918774,19.4259406,266.3861202,275.3636614,277.5848606,2.01846253
