DateTime,Fsed_oxy,Fsed_oxy.1,Fsed_oxy.2,RMSE
2022-04-21 10:37:12,-32.776776924717,-5.25423474646541,-0.174176955158895,105.595323229611
2022-04-21 10:36:47,-32.7668855067449,-5.36304394897132,-0.14650712578943,105.418008587995
2022-04-21 10:36:22,-32.7275390567314,-5.25531246842221,-0.135958423954001,106.673348938328
2022-04-21 10:35:56,-32.8122881310608,-5.17662581409068,-0.198282190214396,108.064561725843
2022-04-21 10:35:31,-32.7943453741962,-5.30053221277045,-0.205435800514145,107.976701266803
2022-04-21 10:35:06,-32.7945171999574,-5.50761202259985,-0.165057490866552,107.470522655702
2022-04-21 10:34:42,-32.8613988601,-5.09695315504863,-0.260139065567166,108.158734531064
2022-04-21 10:34:17,-32.7610722561975,-5.26180007134788,-0.161542383026756,106.521693936554
2022-04-21 10:33:53,-32.842525192904,-5.33884383394913,-0.237112825386593,109.523063115806
2022-04-21 10:33:27,-32.7971346158984,-5.23014498554502,-0.225420931169626,107.858968708057
2022-04-21 10:33:03,-32.7395176646635,-5.26998704883391,-0.18514237025089,104.04330762138
2022-04-21 10:32:39,-32.8747074304934,-5.22658962547729,-0.251015807092127,106.520854061312
2022-04-21 10:32:15,-32.8082006359544,-5.23230270253963,-0.217762916528638,109.549972433571
2022-04-21 10:31:52,-32.7977377039441,-5.14936216719386,-0.198101990346203,105.326406230251
2022-04-21 10:31:28,-32.9297773165928,-5.28676551341948,-0.310928372588045,105.927614319575
2022-04-21 10:31:04,-32.9002152773058,-5.32578204904117,-0.275040648110249,108.99453206094
2022-04-21 10:30:38,-32.7078849614397,-5.19125255345776,-0.122448570727702,106.314186574414
2022-04-21 10:30:13,-32.7332577897882,-5.10310234568108,-0.149183715990926,108.26447079164
2022-04-21 10:29:48,-32.7383167226272,-5.12273266735709,-0.16425200382724,108.764981766226
2022-04-21 10:29:23,-32.8566788172972,-5.26806887894008,-0.2525571798374,105.705295755517
2022-04-21 10:28:58,-32.7713938207785,-5.22031454781694,-0.164563041106476,107.489889071861
2022-04-21 10:28:33,-32.7457308871294,-4.96618682714827,-0.16812948733104,106.888971972679
2022-04-21 10:28:08,-32.7637168996004,-5.29447783249014,-0.176482487104028,107.67152475551
2022-04-21 10:27:44,-32.7650219095204,-5.07702532030117,-0.190928411079518,105.869550704927
2022-04-21 10:27:18,-32.7241715614936,-5.15235553418152,-0.137647276567929,104.186027445356
2022-04-21 10:26:50,-32.8569631133789,-5.18075728415737,-0.246558222298191,104.03398967131
2022-04-21 10:26:24,-32.8265112584151,-5.33646719654385,-0.194295410860569,108.667103122454
2022-04-21 10:25:59,-32.7845420141073,-5.34379020547496,-0.183933881028082,106.407299164685
2022-04-21 10:25:34,-32.8331556322025,-5.47931689051322,-0.152840722674036,106.084402705792
2022-04-21 10:25:09,-32.8009841831695,-5.37887203109107,-0.179490563498447,105.367598708407
2022-04-21 10:24:43,-32.7406279284916,-5.46259335063915,-0.107198549570665,106.256393614035
2022-04-21 10:24:18,-32.7060131210869,-5.25511968505771,-0.119923106727118,107.906339156608
2022-04-21 10:23:53,-32.7142955950569,-5.29271713024967,-0.108396721181016,108.5466212036
2022-04-21 10:23:27,-32.6951160885124,-5.25244184779352,-0.0962343523537257,106.511807194065
2022-04-21 10:23:03,-32.7718772453262,-5.34451405714798,-0.146871959994947,107.120576226982
2022-04-21 10:22:40,-32.736937430158,-5.24706865599249,-0.117744962254996,105.800007450458
2022-04-21 10:22:17,-32.8333540533393,-5.26297717608282,-0.200434451921286,104.201372625135
2022-04-21 10:21:53,-32.7912515292962,-5.44879549343068,-0.134728027666043,105.323751078842
2022-04-21 10:21:30,-32.8013659050794,-5.53329051249135,-0.175146393299411,107.269749658178
2022-04-21 10:21:06,-32.7704288271355,-5.43702723892343,-0.133118531009995,107.391041100701
2022-04-21 10:20:43,-32.7873020820872,-5.28625425627912,-0.186295300510704,104.938187056322
2022-04-21 10:20:18,-32.7894273945591,-5.1762116706514,-0.172038351063279,104.221840165412
2022-04-21 10:19:53,-32.7899103036866,-5.13052380972133,-0.181801848680333,109.201542727704
2022-04-21 10:19:29,-32.6997364316932,-5.25661094588851,-0.0988386876274383,104.919146613604
2022-04-21 10:19:06,-32.9365448503027,-5.38475327369508,-0.268420034527988,107.408632827757
2022-04-21 10:18:43,-32.7288356338843,-5.24080236321674,-0.150741411520517,106.896357308045
2022-04-21 10:18:19,-32.7465887663258,-5.14733374578957,-0.163376524976311,108.348746744887
2022-04-21 10:17:55,-32.7286276512124,-5.20309591919474,-0.138082301926751,107.873989778946
2022-04-21 10:17:31,-32.7385086462379,-5.27828817742836,-0.137097791249936,107.712107053137
2022-04-21 10:17:08,-32.8196748272819,-5.30851386992976,-0.190027937804938,105.701488131847
2022-04-21 10:16:44,-32.7185557098112,-5.23474042584161,-0.130918384956257,107.583720486579
2022-04-21 10:16:21,-32.7521146060937,-5.24670766534934,-0.1731674229903,108.474283985737
2022-04-21 10:15:57,-32.7365004054325,-5.22803632860106,-0.156208854237359,108.453684369616
