Date,Time,Site,Unit ID,°C,DO %,DO mg/L,DEP m
9/16/2019,8:30:42,220,PRODSS,18.9,93.7,8.7,3.066
9/16/2019,8:30:59,220,PRODSS,18.9,93.6,8.7,4.079
9/16/2019,8:31:12,220,PRODSS,18.9,93.6,8.69,5.057
9/16/2019,8:31:35,220,PRODSS,18.9,93.6,8.69,6.021
9/16/2019,8:32:26,220,PRODSS,18.9,93.5,8.69,7.166
9/16/2019,8:32:44,220,PRODSS,18.9,93.5,8.68,7.953
9/16/2019,8:33:40,220,PRODSS,18.9,93.1,8.65,9.026
9/16/2019,8:34:05,220,PRODSS,18.4,84.8,7.96,10.11
9/16/2019,8:35:15,220,PRODSS,15.6,58.6,5.83,11.087
9/16/2019,8:35:56,220,PRODSS,14.3,55.2,5.65,11.878
9/16/2019,8:36:18,220,PRODSS,13.7,53.9,5.59,12.638
9/16/2019,8:36:37,220,PRODSS,12.9,52.9,5.58,13.114
9/16/2019,8:48:06,220,PRODSS,7.2,8.8,1.06,21.902
9/16/2019,8:48:21,220,PRODSS,7.3,11.3,1.36,21.878
9/16/2019,8:48:42,220,PRODSS,7.3,12,1.44,21.723
9/16/2019,8:49:11,220,PRODSS,7.3,16.6,1.99,21.108
9/16/2019,8:49:35,220,PRODSS,7.5,19.2,2.3,19.791
9/16/2019,9:04:18,230,PRODSS,19,93.7,8.69,0.574
9/16/2019,9:07:14,230,PRODSS,10.4,18.8,2.1,21.165
9/16/2019,9:07:30,230,PRODSS,10.4,19.2,2.15,20.791
9/16/2019,9:07:46,230,PRODSS,10.4,19.8,2.22,19.599
9/16/2019,9:08:00,230,PRODSS,10.5,20.7,2.31,18.324
9/16/2019,9:08:17,230,PRODSS,10.6,22.9,2.55,17.318
9/16/2019,9:08:46,230,PRODSS,14.2,45.1,4.62,12.513
9/16/2019,9:09:15,230,PRODSS,16.6,67.5,6.57,10.669
9/16/2019,9:09:32,230,PRODSS,18.9,85.6,7.95,9.246
9/16/2019,9:34:43,200,PRODSS,18.9,96.4,8.96,0.48
9/16/2019,9:35:33,200,PRODSS,10.3,39.2,4.39,19.266
9/16/2019,9:35:57,200,PRODSS,10.2,34.4,3.87,20.589
9/16/2019,9:36:23,200,PRODSS,10.2,32,3.6,20.757
9/16/2019,9:36:38,200,PRODSS,10.2,30.6,3.44,21.655
9/16/2019,9:37:50,200,PRODSS,11.8,44.4,4.8,11.698
9/16/2019,9:38:11,200,PRODSS,14.8,70,7.08,9.646
9/16/2019,9:38:35,200,PRODSS,12.6,62.5,6.63,10.792
9/16/2019,9:54:08,210,PRODSS,18.8,106.9,9.95,0.345
9/16/2019,9:55:24,210,PRODSS,8.7,34.4,4.01,25.008
9/16/2019,9:56:10,210,PRODSS,8.7,33,3.84,26.091
9/16/2019,9:56:26,210,PRODSS,8.7,29.4,3.42,26.092
9/16/2019,9:57:31,210,PRODSS,9,33.3,3.85,24.259
9/16/2019,9:57:41,210,PRODSS,9.1,35.7,4.12,24.304
9/16/2019,9:57:52,210,PRODSS,9.1,37.6,4.33,24.356
9/16/2019,9:58:09,210,PRODSS,9.1,39.1,4.51,23.031
9/16/2019,9:58:20,210,PRODSS,9.1,39.5,4.55,22.287
9/16/2019,9:58:34,210,PRODSS,9.2,40.2,4.62,21.246
9/16/2019,9:59:19,210,PRODSS,12.4,66.6,7.11,11.775
9/16/2019,9:59:35,210,PRODSS,13.6,65.1,6.78,10.986
9/16/2019,9:59:52,210,PRODSS,18.6,86.2,8.06,9.598
9/16/2019,10:00:10,210,PRODSS,18.8,91.3,8.49,8.478
9/24/2019,8:40:59,230,PRODSS,19.2,95.6,8.83,0.465
9/24/2019,8:41:38,230,PRODSS,19.2,95.5,8.82,0.957
9/24/2019,8:42:08,230,PRODSS,19.2,95.5,8.82,1.914
9/24/2019,8:42:27,230,PRODSS,19.2,95.6,8.83,2.971
9/24/2019,8:43:21,230,PRODSS,19.2,95.5,8.82,3.947
9/24/2019,8:43:51,230,PRODSS,19.1,95.3,8.82,5.014
9/24/2019,8:44:08,230,PRODSS,19,94.8,8.79,6.006
9/24/2019,8:45:51,230,PRODSS,18.9,93.6,8.71,7.076
9/24/2019,8:47:00,230,PRODSS,18.6,90.6,8.48,8.17
9/24/2019,8:47:59,230,PRODSS,18.4,89.1,8.37,9.151
9/24/2019,8:50:24,230,PRODSS,18.2,87,8.2,10.175
9/24/2019,8:51:45,230,PRODSS,17.6,80.9,7.72,10.881
9/24/2019,8:53:06,230,PRODSS,13.6,44.4,4.61,12.016
9/24/2019,8:54:22,230,PRODSS,12.6,35.5,3.78,13.044
9/24/2019,8:55:12,230,PRODSS,11.7,29.7,3.21,14.001
9/24/2019,8:57:04,230,PRODSS,11.3,25.6,2.81,14.97
9/24/2019,8:57:35,230,PRODSS,10.9,23.2,2.57,15.989
9/24/2019,8:58:28,230,PRODSS,10.7,20.6,2.29,16.911
9/24/2019,8:59:11,230,PRODSS,10.6,18.4,2.04,17.974
9/24/2019,9:00:00,230,PRODSS,10.5,15.2,1.7,18.937
9/24/2019,9:16:50,230,PRODSS,10.5,15.3,1.71,20.299
9/24/2019,9:18:28,230,PRODSS,10.4,13.9,1.56,20.893
9/24/2019,9:41:18,220,PRODSS,7.1,1.3,0.15,25.237
9/24/2019,9:41:57,220,PRODSS,7.1,1.7,0.2,24.196
9/24/2019,9:42:49,220,PRODSS,7.2,6.1,0.73,22.92
9/24/2019,9:44:26,220,PRODSS,7.3,11.9,1.43,22.134
9/24/2019,9:46:36,220,PRODSS,7.6,24.6,2.94,21.075
9/24/2019,9:47:09,220,PRODSS,7.9,25.6,3.04,20.044
9/24/2019,9:47:53,220,PRODSS,8,29,3.44,18.94
9/24/2019,9:48:25,220,PRODSS,8.2,32.3,3.81,18.207
9/24/2019,9:49:30,220,PRODSS,8.6,37.8,4.42,16.977
9/24/2019,9:51:43,220,PRODSS,9.6,42.7,4.87,15.86
9/24/2019,9:54:10,220,PRODSS,10.7,48.8,5.42,15.167
9/24/2019,9:54:51,220,PRODSS,12.5,47.4,5.05,14.098
9/24/2019,9:55:30,220,PRODSS,13.9,47,4.86,12.974
9/24/2019,9:56:09,220,PRODSS,14.9,53.1,5.37,12.08
9/24/2019,9:57:17,220,PRODSS,17,71,6.86,11.069
9/24/2019,9:58:32,220,PRODSS,17.9,89.3,8.46,10.069
9/24/2019,9:58:52,220,PRODSS,18,90.1,8.53,9.367
9/24/2019,9:59:34,220,PRODSS,18.1,90.9,8.59,8.142
9/24/2019,9:59:57,220,PRODSS,18.1,91.3,8.61,7.112
9/24/2019,10:00:21,220,PRODSS,18.3,92.8,8.73,6.095
9/24/2019,10:00:46,220,PRODSS,18.6,93.9,8.78,5.051
9/24/2019,10:01:10,220,PRODSS,19,95,8.81,4.126
9/24/2019,10:01:25,220,PRODSS,19.1,95.4,8.82,3.177
9/24/2019,10:01:54,220,PRODSS,19.2,95.6,8.84,1.982
9/24/2019,10:02:09,220,PRODSS,19.2,95.7,8.85,0.946
9/24/2019,10:02:26,220,PRODSS,19.2,95.8,8.86,0.643
9/24/2019,10:36:35,210,PRODSS,19,97.8,9.07,0.527
9/24/2019,10:36:49,210,PRODSS,19,97.5,9.05,0.655
9/24/2019,10:37:05,210,PRODSS,18.9,97.3,9.04,1.971
9/24/2019,10:37:22,210,PRODSS,18.9,97.1,9.03,3.03
9/24/2019,10:37:42,210,PRODSS,18.8,96.9,9.02,3.98
9/24/2019,10:38:07,210,PRODSS,18.5,96.2,9.02,5.069
9/24/2019,10:38:28,210,PRODSS,18.4,95.9,9.01,6.013
9/24/2019,10:38:54,210,PRODSS,18.4,95.6,8.99,7.005
9/24/2019,10:39:57,210,PRODSS,18.1,93.8,8.86,9.172
9/24/2019,10:40:36,210,PRODSS,17.2,89.7,8.63,10.038
9/24/2019,10:41:31,210,PRODSS,13.9,65.1,6.73,11.058
9/24/2019,10:42:24,210,PRODSS,11.9,54.4,5.87,12.14
9/24/2019,10:43:06,210,PRODSS,11.4,53.1,5.8,12.971
9/24/2019,10:43:40,210,PRODSS,10.9,51.3,5.67,14.014
9/24/2019,10:44:28,210,PRODSS,10.4,46.8,5.23,15.043
9/24/2019,10:44:53,210,PRODSS,10.1,47.1,5.3,16.025
9/24/2019,10:45:31,210,PRODSS,9.9,45.8,5.19,17.02
9/24/2019,10:46:07,210,PRODSS,9.7,44.5,5.06,18
9/24/2019,10:46:41,210,PRODSS,9.5,44.1,5.03,19.041
9/24/2019,10:48:03,210,PRODSS,9.4,40.3,4.62,20.051
9/24/2019,10:48:32,210,PRODSS,9.2,39.6,4.55,21.053
9/24/2019,10:49:16,210,PRODSS,9.1,36.4,4.2,22.17
9/24/2019,10:52:32,210,PRODSS,9,33.7,3.89,24.05
9/24/2019,10:53:28,210,PRODSS,8.9,31.2,3.62,25.031
9/24/2019,10:53:49,210,PRODSS,8.8,30.5,3.54,26.013
9/24/2019,10:54:36,210,PRODSS,8.7,26.2,3.05,27.056
9/24/2019,10:55:21,210,PRODSS,8.7,23.3,2.71,28.146
9/24/2019,10:56:11,210,PRODSS,8.7,22,2.56,28.988
9/24/2019,10:57:14,210,PRODSS,8.7,19.2,2.24,29.781
9/24/2019,12:00:12,200,PRODSS,10.2,22.5,2.53,21.156
9/24/2019,12:01:01,200,PRODSS,10.3,27.1,3.03,20.124
9/24/2019,12:01:34,200,PRODSS,10.4,28.2,3.16,19.022
9/24/2019,12:02:22,200,PRODSS,10.4,29.9,3.34,18.033
9/24/2019,12:03:06,200,PRODSS,10.5,31,3.46,17.05
9/24/2019,12:03:47,200,PRODSS,10.6,32.3,3.59,15.988
9/24/2019,12:04:18,200,PRODSS,10.6,32.8,3.64,15.058
9/24/2019,12:05:07,200,PRODSS,10.9,35.6,3.93,14.016
9/24/2019,12:05:43,200,PRODSS,11.1,36.5,4.02,13.067
9/24/2019,12:06:37,200,PRODSS,11.5,40.4,4.4,12.151
9/24/2019,12:08:09,200,PRODSS,14.7,60.9,6.17,11.066
9/24/2019,12:09:24,200,PRODSS,16.8,82.6,8.01,9.989
9/24/2019,12:10:08,200,PRODSS,17.9,88.6,8.4,9.045
9/24/2019,12:11:01,200,PRODSS,19.2,95.7,8.85,8.134
9/24/2019,12:11:46,200,PRODSS,19.2,96.2,8.88,7.079
9/24/2019,12:12:28,200,PRODSS,19.3,95.9,8.85,6.155
9/24/2019,12:13:09,200,PRODSS,19.4,95.8,8.8,5.111
9/24/2019,12:13:40,200,PRODSS,19.5,96.2,8.83,4.028
9/24/2019,12:14:06,200,PRODSS,19.6,96.8,8.86,3.042
9/24/2019,12:14:26,200,PRODSS,19.6,96.9,8.87,1.986
9/24/2019,12:15:16,200,PRODSS,19.7,97.1,8.88,0.631
9/30/2019,9:43:46,230,PRODSS,17.9,91.8,8.72,0.54
9/30/2019,9:43:48,230,PRODSS,17.9,91.8,8.72,0.54
9/30/2019,9:44:00,230,PRODSS,17.9,91.7,8.71,0.626
9/30/2019,9:44:17,230,PRODSS,17.9,91.6,8.7,1.95
9/30/2019,9:44:39,230,PRODSS,17.9,91.6,8.69,2.986
9/30/2019,9:45:40,230,PRODSS,17.9,91.5,8.69,8.01
9/30/2019,9:46:05,230,PRODSS,17.9,91.4,8.68,9.303
9/30/2019,9:46:27,230,PRODSS,17.8,91.3,8.67,10.086
9/30/2019,9:47:18,230,PRODSS,17.5,82.9,7.93,11.208
9/30/2019,9:49:05,230,PRODSS,13.7,39,4.05,12.195
9/30/2019,9:49:49,230,PRODSS,12.3,31.3,3.35,13.098
9/30/2019,9:51:09,230,PRODSS,11.8,27.3,2.96,13.951
9/30/2019,9:53:18,230,PRODSS,10.5,11.7,1.3,20.833
9/30/2019,9:55:20,230,PRODSS,10.5,13.3,1.48,20.316
9/30/2019,9:55:48,230,PRODSS,10.6,14.8,1.65,19.048
9/30/2019,10:10:13,220,PRODSS,18,94.3,8.93,0.529
9/30/2019,10:10:39,220,PRODSS,18,93.1,8.81,0.731
9/30/2019,10:11:05,220,PRODSS,18,92.7,8.78,1.836
9/30/2019,10:13:21,220,PRODSS,18,93.4,8.85,1.914
9/30/2019,10:13:36,220,PRODSS,18,92.8,8.78,2.974
9/30/2019,10:14:19,220,PRODSS,18,90.3,8.55,9.864
9/30/2019,10:14:48,220,PRODSS,16.6,70,6.82,10.817
9/30/2019,10:15:35,220,PRODSS,15.4,53,5.3,12.095
9/30/2019,10:17:19,220,PRODSS,12.8,44.8,4.74,12.741
9/30/2019,10:19:49,220,PRODSS,7.1,0.5,0.06,24.839
9/30/2019,10:20:50,220,PRODSS,7.2,0.6,0.08,23.89
9/30/2019,10:21:25,220,PRODSS,7.2,1.9,0.23,23.055
9/30/2019,10:22:00,220,PRODSS,7.3,4.7,0.56,21.862
9/30/2019,10:40:49,200,PRODSS,18.1,98.4,9.3,0.443
9/30/2019,10:41:06,200,PRODSS,18.1,96.7,9.14,0.613
9/30/2019,10:41:15,200,PRODSS,18.1,96,9.08,1.913
9/30/2019,10:41:39,200,PRODSS,18.1,95.2,9,1.866
9/30/2019,10:41:59,200,PRODSS,18.1,95,8.97,2.822
9/30/2019,10:43:11,200,PRODSS,16.9,81.5,7.89,10.032
9/30/2019,10:43:42,200,PRODSS,14.7,62.3,6.33,10.924
9/30/2019,10:44:32,200,PRODSS,12.8,46.7,4.95,11.963
9/30/2019,10:45:27,200,PRODSS,11.6,38.9,4.24,13.009
9/30/2019,10:46:49,200,PRODSS,10.3,22.3,2.5,20.212
9/30/2019,10:47:33,200,PRODSS,10.3,21.1,2.37,20.915
9/30/2019,10:47:50,200,PRODSS,10.3,21,2.35,22.123
9/30/2019,10:48:07,200,PRODSS,10.3,20.7,2.33,22.251
9/30/2019,11:01:28,210,PRODSS,18,95.7,9.06,0.415
9/30/2019,11:01:38,210,PRODSS,18,95.5,9.04,0.515
9/30/2019,11:01:48,210,PRODSS,18,95.3,9.01,1.896
9/30/2019,11:01:58,210,PRODSS,18,95.2,9,2.957
9/30/2019,11:03:34,210,PRODSS,17.7,88.2,8.39,9.463
9/30/2019,11:03:54,210,PRODSS,16.8,82,7.97,10.073
9/30/2019,11:04:20,210,PRODSS,14.1,65.6,6.75,11.056
9/30/2019,11:05:00,210,PRODSS,12.3,50.8,5.44,12.235
9/30/2019,11:05:29,210,PRODSS,11.2,45.7,5.01,13.007
9/30/2019,11:06:48,210,PRODSS,9.1,33.1,3.82,23.949
9/30/2019,11:07:47,210,PRODSS,8.8,24.3,2.82,27.194
9/30/2019,11:08:54,210,PRODSS,8.8,21.5,2.5,28.147
9/30/2019,11:09:39,210,PRODSS,8.8,20.3,2.37,28.96
9/30/2019,11:10:09,210,PRODSS,8.7,18.9,2.2,30.002
9/30/2019,11:10:46,210,PRODSS,8.7,17.7,2.06,30.701
10/8/2019,8:35:10,230,PRODSS,15.5,89.7,8.95,0.431
10/8/2019,8:35:52,230,PRODSS,15.5,89.5,8.93,0.932
10/8/2019,8:36:08,230,PRODSS,15.5,89.5,8.93,1.91
10/8/2019,8:36:25,230,PRODSS,15.5,89.5,8.93,2.929
10/8/2019,8:37:28,230,PRODSS,15.5,89.2,8.9,9.204
10/8/2019,8:37:50,230,PRODSS,15.5,89.3,8.9,10.041
10/8/2019,8:38:29,230,PRODSS,15.5,89.1,8.89,11.023
10/8/2019,8:39:09,230,PRODSS,15.5,89,8.88,12.017
10/8/2019,8:39:43,230,PRODSS,15.5,88.8,8.86,13.012
10/8/2019,8:40:47,230,PRODSS,15,75.3,7.59,14.145
10/8/2019,8:41:47,230,PRODSS,12,25.3,2.73,15.048
10/8/2019,8:42:33,230,PRODSS,11.1,18.6,2.05,16.028
10/8/2019,8:43:34,230,PRODSS,10.6,13.6,1.51,16.989
10/8/2019,8:44:17,230,PRODSS,10.6,12.4,1.38,17.882
10/8/2019,8:45:10,230,PRODSS,10.5,11,1.22,19.033
10/8/2019,8:45:58,230,PRODSS,10.5,10.4,1.16,20.2
10/8/2019,8:46:31,230,PRODSS,10.5,10.7,1.19,21.041
10/8/2019,8:47:06,230,PRODSS,10.4,6.5,0.72,21.593
10/10/2019,8:09:09,220,PRODSS,15.3,96.1,9.63,0.432
10/10/2019,8:16:18,220,PRODSS,7.2,2,0.24,23.307
10/10/2019,8:17:03,220,PRODSS,7.2,0.1,0.02,24.202
10/10/2019,8:17:37,220,PRODSS,7.2,-0.1,-0.02,25.081
10/10/2019,8:17:56,220,PRODSS,7.2,-0.2,-0.02,25.134
10/10/2019,8:20:01,220,PRODSS,9.1,31.7,3.66,17.038
10/10/2019,8:20:14,220,PRODSS,9.7,37.8,4.29,15.928
10/10/2019,8:20:32,220,PRODSS,10.8,41,4.55,14.967
10/10/2019,8:21:14,220,PRODSS,13.1,41.9,4.4,14.022
10/10/2019,8:21:48,220,PRODSS,15.3,81.1,8.12,12.876
10/10/2019,8:34:41,210,PRODSS,15.2,92.8,9.31,0.544
10/10/2019,8:36:16,210,PRODSS,15.2,90.3,9.05,9.211
10/10/2019,8:36:31,210,PRODSS,15.2,90.1,9.04,10.071
10/10/2019,8:37:16,210,PRODSS,15.1,83.9,8.44,12.199
10/10/2019,8:37:41,210,PRODSS,12.2,52.8,5.66,12.964
10/10/2019,8:38:14,210,PRODSS,10.6,43.1,4.8,15.028
10/10/2019,8:39:14,210,PRODSS,8.9,24.5,2.84,26.897
10/10/2019,8:39:58,210,PRODSS,8.8,20.6,2.39,28.062
10/10/2019,8:40:34,210,PRODSS,8.8,19,2.2,29.105
10/10/2019,8:40:49,210,PRODSS,8.8,17.7,2.05,30.221
10/10/2019,8:56:10,200,PRODSS,15.2,98.7,9.92,0.405
10/10/2019,8:57:47,200,PRODSS,11.9,52,5.61,14.006
10/10/2019,8:58:12,200,PRODSS,10.5,32.8,3.66,18.204
10/10/2019,8:58:36,200,PRODSS,10.3,26.5,2.97,19.899
10/10/2019,8:58:57,200,PRODSS,10.3,21.9,2.45,20.089
10/10/2019,8:59:27,200,PRODSS,10.2,18.8,2.11,21.16
10/10/2019,8:59:33,200,PRODSS,10.2,17.5,1.97,21.262
10/15/2019,8:00:08,230,PRODSS,14.6,93.1,9.47,0.499
10/15/2019,8:00:51,230,PRODSS,14.7,91,9.24,0.954
10/15/2019,8:03:00,230,PRODSS,14.6,88.9,9.04,13.865
10/15/2019,8:03:52,230,PRODSS,13.1,43,4.52,15.263
10/15/2019,8:05:18,230,PRODSS,10.5,10.8,1.2,19.239
10/15/2019,8:06:22,230,PRODSS,10.5,6.7,0.75,19.962
10/15/2019,8:06:59,230,PRODSS,10.4,5.1,0.57,20.99
10/15/2019,8:07:22,230,PRODSS,10.4,3.8,0.43,21.179
10/15/2019,8:22:59,220,PRODSS,14.6,91.5,9.3,0.451
10/15/2019,8:23:39,220,PRODSS,14.7,91.1,9.25,1.02
10/15/2019,8:24:02,220,PRODSS,14.7,91,9.24,1.962
10/15/2019,8:24:56,220,PRODSS,14.6,89.5,9.1,12.939
10/15/2019,8:25:29,220,PRODSS,14.5,86,8.77,14.014
10/15/2019,8:26:11,220,PRODSS,10.8,49.3,5.47,14.939
10/15/2019,8:29:37,220,PRODSS,7.2,1.1,0.13,24.121
10/15/2019,8:29:58,220,PRODSS,7.2,0.6,0.08,24.981
10/15/2019,8:30:29,220,PRODSS,7.1,0.4,0.05,25.397
10/15/2019,8:51:27,200,PRODSS,14.7,96.8,9.83,0.433
10/15/2019,8:52:02,200,PRODSS,14.7,93.4,9.47,0.839
10/15/2019,8:53:31,200,PRODSS,13.4,52.2,5.46,12.956
10/15/2019,8:54:12,200,PRODSS,11.5,37,4.03,14.154
10/15/2019,8:54:46,200,PRODSS,11,31.1,3.42,15.057
10/15/2019,8:55:44,200,PRODSS,10.4,23.6,2.64,19.084
10/15/2019,8:56:15,200,PRODSS,10.3,20.5,2.3,20.005
10/15/2019,8:56:46,200,PRODSS,10.3,16.1,1.81,20.926
10/15/2019,8:57:31,200,PRODSS,10.2,11.4,1.28,21.918
10/15/2019,8:57:39,200,PRODSS,10.2,11,1.24,21.949
10/15/2019,9:10:25,210,PRODSS,14.5,91.3,9.31,0.512
10/15/2019,9:10:53,210,PRODSS,14.5,90.8,9.25,3.032
10/15/2019,9:11:39,210,PRODSS,14.2,78.9,8.09,12.886
10/15/2019,9:12:06,210,PRODSS,11.7,46.2,5.01,13.989
10/15/2019,9:12:32,210,PRODSS,10.8,41.1,4.55,15.185
10/15/2019,9:13:32,210,PRODSS,9,23,2.66,26.944
10/15/2019,9:14:12,210,PRODSS,8.9,19.1,2.22,27.974
10/15/2019,9:14:34,210,PRODSS,8.9,18.2,2.11,29.028
10/15/2019,9:15:48,210,PRODSS,8.8,10.9,1.27,29.891
10/15/2019,9:16:37,210,PRODSS,8.7,8.7,1.01,30.669
10/21/2019,8:05:06,210,PRODSS,12.8,88.9,9.41,0.405
10/21/2019,8:05:51,210,PRODSS,12.8,88.6,9.37,1.016
10/21/2019,8:08:43,210,PRODSS,12.6,83.2,8.84,14.975
10/21/2019,8:09:23,210,PRODSS,12.3,70.7,7.57,16.089
10/21/2019,8:10:32,210,PRODSS,10.3,38.6,4.33,18.183
10/21/2019,8:11:19,210,PRODSS,10.1,35.2,3.97,19.088
10/21/2019,8:12:40,210,PRODSS,9.5,28.6,3.26,22.835
10/21/2019,8:13:54,210,PRODSS,9,18.9,2.19,27.954
10/21/2019,8:14:23,210,PRODSS,9,17.1,1.98,28.911
10/21/2019,8:14:47,210,PRODSS,8.9,15.8,1.83,29.996
10/21/2019,8:15:02,210,PRODSS,8.9,15.2,1.76,30.123
10/21/2019,8:37:52,220,PRODSS,12.9,90.1,9.52,0.525
10/21/2019,8:38:42,220,PRODSS,12.9,89.6,9.46,1.082
10/21/2019,8:40:03,220,PRODSS,12.5,82.3,8.77,16.059
10/21/2019,8:40:51,220,PRODSS,11.6,61.2,6.66,17.012
10/21/2019,8:41:53,220,PRODSS,9.2,31.3,3.6,17.576
10/21/2019,8:42:34,220,PRODSS,8.6,28.1,3.27,18.313
10/21/2019,8:42:56,220,PRODSS,8.3,25.9,3.04,19.11
10/21/2019,8:43:50,220,PRODSS,7.5,11.5,1.38,21.822
10/21/2019,8:44:47,220,PRODSS,7.3,2.2,0.26,22.827
10/21/2019,8:45:40,220,PRODSS,7.3,0.5,0.07,23.842
10/21/2019,8:46:03,220,PRODSS,7.2,0.3,0.04,25.04
10/21/2019,8:46:14,220,PRODSS,7.2,0.2,0.03,25.121
10/21/2019,9:03:41,230,PRODSS,12.6,90.8,9.65,0.439
10/21/2019,9:05:22,230,PRODSS,12.6,88.4,9.41,19.084
10/21/2019,9:05:35,230,PRODSS,12.6,88.4,9.41,20.058
10/21/2019,9:06:05,230,PRODSS,12.5,88.2,9.39,20.993
10/21/2019,9:07:18,230,PRODSS,12.4,75.4,8.05,21.705
