LAKE,TOWN,STATION,DATE,Depth,LAYER,PH,H_ION,ALK,COLOR,TP,COND,TURBIDITY,YEAR,MONTH,Comments,SampleID,CompleteDate,ID,Date_Sta_Lr
"SUNAPEE, LAKE",SUNAPEE,835,07-May-19,,I,6.7,,,,0.008,464,1.17,2019,,,,5/14/2019,35494,572019835I
"SUNAPEE, LAKE",SUNAPEE,830,07-May-19,,I,6.25,,,,0.013,287.7,1.38,2019,,,,5/14/2019,35482,572019830I
"SUNAPEE, LAKE",SUNAPEE,1115,07-May-19,,I,6.24,,,,0.007,46,0.98,2019,,,,5/14/2019,35473,5720191115I
"SUNAPEE, LAKE",SUNAPEE,800.8,07-May-19,,I,6.42,,,,0.007,27.98,0.66,2019,,,,5/14/2019,35468,572019800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,07-May-19,,I,6.18,,,,0.008,31.4,0.9,2019,,,,5/14/2019,35454,572019800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,07-May-19,,I,6.08,,,,0.009,39.5,0.69,2019,,,,5/14/2019,35451,572019790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,07-May-19,,I,6.25,,,,0.009,33.7,0.99,2019,,,,5/14/2019,35450,572019790.2I
"SUNAPEE, LAKE",SUNAPEE,675,07-May-19,,I,6.52,,,,0.003,29.19,0.93,2019,,,,5/14/2019,35438,572019675I
"SUNAPEE, LAKE",SUNAPEE,670,07-May-19,,I,6.46,,,,0.009,118.4,1.67,2019,,,,5/14/2019,35427,572019670I
"SUNAPEE, LAKE",SUNAPEE,515.1,07-May-19,,I,6.62,,,,0.002,524,0.5,2019,,,,5/14/2019,35421,572019515.1I
"SUNAPEE, LAKE",SUNAPEE,575,06-May-19,,I,6.79,,,,0.009,279.3,1.13,2019,,,,5/14/2019,35573,562019575I
"SUNAPEE, LAKE",SUNAPEE,805,06-May-19,,I,6.52,,,,0.01,48.6,1.47,2019,,,,5/14/2019,35550,562019805I
"SUNAPEE, LAKE",SUNAPEE,800,06-May-19,,I,6.54,,,,0.011,77.9,1.24,2019,,,,5/14/2019,35510,562019800I
"SUNAPEE, LAKE",SUNAPEE,720.1,06-May-19,,I,5.77,,,,0.006,94.9,1.54,2019,,,,5/14/2019,35448,562019720.1I
"SUNAPEE, LAKE",SUNAPEE,510,06-May-19,,I,6.64,,,,0.006,130.4,0.97,2019,,,,5/14/2019,35447,562019510I
"SUNAPEE, LAKE",SUNAPEE,715,06-May-19,,I,5.85,,,,0.003,13.97,0.5,2019,,,,5/14/2019,35444,562019715I
"SUNAPEE, LAKE",SUNAPEE,750,06-May-19,,I,6.35,,,,0.004,47.1,0.79,2019,,,,5/14/2019,35398,562019750I
"SUNAPEE, LAKE",SUNAPEE,640.1,06-May-19,,I,6.22,,,,0.018,104.3,1.37,2019,,,,5/14/2019,35392,562019640.1I
"SUNAPEE, LAKE",SUNAPEE,505,06-May-19,,I,6.42,,,,0.007,132.3,2.68,2019,,,,5/14/2019,35391,562019505I
"SUNAPEE, LAKE",SUNAPEE,540,06-May-19,,I,5.94,,,,0.015,25.13,1.6,2019,,,,5/14/2019,35422,562019540I
"SUNAPEE, LAKE",SUNAPEE,830.15,06-May-19,,I,6.09,,,,0.013,251.6,1.41,2019,,,,5/14/2019,35419,562019830.15I
"SUNAPEE, LAKE",SUNAPEE,760,06-May-19,,I,6.42,,,,0.007,16.1,0.6,2019,,,,5/14/2019,35408,562019760I
"SUNAPEE, LAKE",SUNAPEE,1415,05-May-19,,I,6.52,,,,0.017,181.2,1.4,2019,,,,5/14/2019,35564,5520191415I
