"date","modelinflow_m3ps","ModStreamTemp_degC"
2018-12-31,0.0516231055638229,0.414696681011735
2019-01-01,0.0481921573141532,3.00205999317062
2019-01-02,0.0490882502537731,0.414696681011735
2019-01-03,0.0525191985034428,0.414696681011735
2019-01-04,0.0520530963034968,0.414696681011735
2019-01-05,0.0511253010664281,0.981658207518484
2019-01-06,0.0511373934183135,0.414696681011735
2019-01-07,0.0520651886553822,0.414696681011735
2019-01-08,0.0503155365093814,0.414696681011735
2019-01-09,0.0474122856008901,1.5142556331751
2019-01-10,0.049161937746891,0.414696681011735
2019-01-11,0.0520651886553822,0.414696681011735
2019-01-12,0.0520651886553822,0.414696681011735
2019-01-13,0.0516195395591199,0.414696681011735
2019-01-14,0.0516195395591199,0.414696681011735
2019-01-15,0.0516195395591199,0.414696681011735
2019-01-16,0.0516195395591199,0.414696681011735
2019-01-17,0.0516195395591199,0.414696681011735
2019-01-18,0.0516195395591199,0.414696681011735
2019-01-19,0.0516195395591199,0.414696681011735
2019-01-20,0.0516195395591199,0.414696681011735
2019-01-21,0.0516195395591199,0.414696681011735
2019-01-22,0.0516195395591199,0.414696681011735
2019-01-23,0.0513387549555263,0.414696681011735
2019-01-24,0.0379591789761598,4.02562328544849
2019-01-25,0.0386856126760158,0.414696681011735
2019-01-26,0.0520651886553822,0.414696681011735
2019-01-27,0.0520646485786478,0.414696681011735
2019-01-28,0.0520646485786478,0.414696681011735
2019-01-29,0.0520651886553822,0.414696681011735
2019-01-30,0.0520651886553822,0.414696681011735
2019-01-31,0.0520651886553822,0.414696681011735
2019-02-01,0.0520651886553822,0.414696681011735
2019-02-02,0.0520651886553822,0.414696681011735
2019-02-03,0.0520651886553822,0.414696681011735
2019-02-04,0.0519075020968795,2.00417745479772
2019-02-05,0.0516829550554573,3.53188635821743
2019-02-06,0.0518401105497226,0.414696681011735
2019-02-07,0.0520414947976876,1.03682211450696
2019-02-08,0.0499585792580931,2.29632263455585
2019-02-09,0.0499817420515502,0.414696681011735
2019-02-10,0.0520651886553822,0.414696681011735
2019-02-11,0.0520651886553822,0.414696681011735
2019-02-12,0.0520651886553822,0.414696681011735
2019-02-13,0.0520651886553822,0.414696681011735
2019-02-14,0.0520651886553822,0.414696681011735
2019-02-15,0.0517373199771099,0.414696681011735
2019-02-16,0.0517368705709492,0.414696681011735
2019-02-17,0.0516190901529592,0.414696681011735
2019-02-18,0.0516195395591199,0.414696681011735
2019-02-19,0.0516195395591199,0.414696681011735
2019-02-20,0.0516195395591199,0.414696681011735
2019-02-21,0.0515572939003444,0.414696681011735
