date,modelinflow_m3ps,ModStreamTemp_degC,stream_id
2018-12-31,0.037982997,0.633690789,835
2019-01-01,0.035123253,3.131635051,835
2019-01-02,0.035870159,0.633690789,835
2019-01-03,0.038729903,0.633690789,835
2019-01-04,0.038385017,0.633690789,835
2019-01-05,0.037611687,1.094944576,835
2019-01-06,0.037621766,0.633690789,835
2019-01-07,0.038395096,0.633690789,835
2019-01-08,0.036936737,0.633690789,835
2019-01-09,0.034516836,1.631835858,835
2019-01-10,0.035975196,0.633690789,835
2019-01-11,0.038395096,0.633690789,835
2019-01-12,0.038395096,0.633690789,835
2019-01-13,0.038066456,0.633690789,835
2019-01-14,0.038066456,0.633690789,835
2019-01-15,0.038066456,0.633690789,835
2019-01-16,0.038066456,0.633690789,835
2019-01-17,0.038066456,0.633690789,835
2019-01-18,0.038066456,0.633690789,835
2019-01-19,0.038066456,0.633690789,835
2019-01-20,0.038066456,0.633690789,835
2019-01-21,0.038066456,0.633690789,835
2019-01-22,0.038066456,0.633690789,835
2019-01-23,0.037832418,0.633690789,835
2019-01-24,0.026680353,4.163450416,835
2019-01-25,0.027243031,0.633690789,835
2019-01-26,0.038395096,0.633690789,835
2019-01-27,0.038394646,0.633690789,835
2019-01-28,0.038394646,0.633690789,835
2019-01-29,0.038395096,0.633690789,835
2019-01-30,0.038395096,0.633690789,835
2019-01-31,0.038395096,0.633690789,835
2019-02-01,0.038395096,0.633690789,835
2019-02-02,0.038395096,0.633690789,835
2019-02-03,0.038395096,0.633690789,835
2019-02-04,0.038263662,2.12570748,835
2019-02-05,0.038076499,3.665732931,835
2019-02-06,0.038207491,0.633690789,835
2019-02-07,0.038375347,1.15055322,835
2019-02-08,0.036639208,2.420207964,835
2019-02-09,0.036658514,0.633690789,835
2019-02-10,0.038395096,0.633690789,835
2019-02-11,0.038395096,0.633690789,835
2019-02-12,0.038395096,0.633690789,835
2019-02-13,0.038395096,0.633690789,835
2019-02-14,0.038395096,0.633690789,835
2019-02-15,0.038121813,0.633690789,835
2019-02-16,0.038121439,0.633690789,835
2019-02-17,0.038066081,0.633690789,835
2019-02-18,0.038066456,0.633690789,835
2019-02-19,0.038066456,0.633690789,835
2019-02-20,0.038066456,0.633690789,835
2019-02-21,0.038014573,0.633690789,835
2019-02-22,0.038014573,0.633690789,835
2019-02-23,0.038066456,0.633690789,835
2019-02-24,0.037714962,0.633690789,835
2019-02-25,0.037714962,0.633690789,835
2019-02-26,0.038066456,0.633690789,835
2019-02-27,0.038066456,0.633690789,835
2019-02-28,0.038066456,0.633690789,835
2019-03-01,0.038066456,0.633690789,835
2019-03-02,0.038066456,0.633690789,835
2019-03-03,0.037736129,0.633690789,835
2019-03-04,0.037736129,0.633690789,835
2019-03-05,0.037736129,0.633690789,835
2019-03-06,0.037736129,0.633690789,835
2019-03-07,0.037736129,0.633690789,835
2019-03-08,0.037736129,0.633690789,835
2019-03-09,0.037736129,0.633690789,835
2019-03-10,0.037725431,0.633690789,835
2019-03-11,0.03766019,1.757751325,835
2019-03-12,0.037670889,0.633690789,835
