"date","modelinflow_m3ps","ModStreamTemp_degC","stream_id"
2018-12-31,0.0155083585365172,0.633690788779528,"760"
2019-01-01,0.0169248833076665,3.13163505067836,"760"
2019-01-02,0.0165549162449613,0.633690788779528,"760"
2019-01-03,0.015138391473812,0.633690788779528,"760"
2019-01-04,0.0150125179786495,0.633690788779528,"760"
2019-01-05,0.0153955738688072,1.09494457624905,"760"
2019-01-06,0.015390581337664,0.633690788779528,"760"
2019-01-07,0.0150075254475063,0.633690788779528,"760"
2019-01-08,0.0157298988047679,0.633690788779528,"760"
2019-01-09,0.0169285548407881,1.63183585759895,"760"
2019-01-10,0.0162061814835265,0.633690788779528,"760"
2019-01-11,0.0150075254475063,0.633690788779528,"760"
2019-01-12,0.0150075254475063,0.633690788779528,"760"
2019-01-13,0.0148790693653228,0.633690788779528,"760"
2019-01-14,0.0148790693653228,0.633690788779528,"760"
2019-01-15,0.0148790693653228,0.633690788779528,"760"
2019-01-16,0.0148790693653228,0.633690788779528,"760"
2019-01-17,0.0148790693653228,0.633690788779528,"760"
2019-01-18,0.0148790693653228,0.633690788779528,"760"
2019-01-19,0.0148790693653228,0.633690788779528,"760"
2019-01-20,0.0148790693653228,0.633690788779528,"760"
2019-01-21,0.0148790693653228,0.633690788779528,"760"
2019-01-22,0.0148790693653228,0.633690788779528,"760"
2019-01-23,0.0149949960180742,0.633690788779528,"760"
2019-01-24,0.0205189793087204,4.16345041639531,"760"
2019-01-25,0.0205315087381524,0.633690788779528,"760"
2019-01-26,0.0150075254475063,0.633690788779528,"760"
2019-01-27,0.0150077484272824,0.633690788779528,"760"
2019-01-28,0.0150077484272824,0.633690788779528,"760"
2019-01-29,0.0150075254475063,0.633690788779528,"760"
2019-01-30,0.0150075254475063,0.633690788779528,"760"
2019-01-31,0.0150075254475063,0.633690788779528,"760"
2019-02-01,0.0150075254475063,0.633690788779528,"760"
2019-02-02,0.0150075254475063,0.633690788779528,"760"
2019-02-03,0.0150075254475063,0.633690788779528,"760"
2019-02-04,0.0150726289990442,2.12570747976828,"760"
2019-02-05,0.0151653370270634,3.66573293084037,"760"
2019-02-06,0.0151004527343404,0.633690788779528,"760"
2019-02-07,0.0150173078557229,1.15055322037796,"760"
2019-02-08,0.0158772746180696,2.42020796427056,"760"
2019-02-09,0.0158677114686679,0.633690788779528,"760"
2019-02-10,0.0150075254475063,0.633690788779528,"760"
2019-02-11,0.0150075254475063,0.633690788779528,"760"
2019-02-12,0.0150075254475063,0.633690788779528,"760"
2019-02-13,0.0150075254475063,0.633690788779528,"760"
2019-02-14,0.0150075254475063,0.633690788779528,"760"
2019-02-15,0.0151428915535096,0.633690788779528,"760"
2019-02-16,0.0151430770984122,0.633690788779528,"760"
2019-02-17,0.0148792549102254,0.633690788779528,"760"
2019-02-18,0.0148790693653228,0.633690788779528,"760"
2019-02-19,0.0148790693653228,0.633690788779528,"760"
2019-02-20,0.0148790693653228,0.633690788779528,"760"
2019-02-21,0.0149047685339303,0.633690788779528,"760"
2019-02-22,0.0149047685339303,0.633690788779528,"760"
2019-02-23,0.0148790693653228,0.633690788779528,"760"
2019-02-24,0.0153444183674464,0.633690788779528,"760"
2019-02-25,0.0153444183674464,0.633690788779528,"760"
2019-02-26,0.0148790693653228,0.633690788779528,"760"
2019-02-27,0.0148790693653228,0.633690788779528,"760"
2019-02-28,0.0148790693653228,0.633690788779528,"760"
2019-03-01,0.0148790693653228,0.633690788779528,"760"
2019-03-02,0.0148790693653228,0.633690788779528,"760"
2019-03-03,0.0147499544469996,0.633690788779528,"760"
2019-03-04,0.0147499544469996,0.633690788779528,"760"
2019-03-05,0.0147499544469996,0.633690788779528,"760"
2019-03-06,0.0147499544469996,0.633690788779528,"760"
2019-03-07,0.0147499544469996,0.633690788779528,"760"
2019-03-08,0.0147499544469996,0.633690788779528,"760"
2019-03-09,0.0147499544469996,0.633690788779528,"760"
2019-03-10,0.0147552538816984,0.633690788779528,"760"
2019-03-11,0.0147875698667887,1.75775132482417,"760"
2019-03-12,0.0147822704320899,0.633690788779528,"760"
2019-03-13,0.0147581345642152,0.633690788779528,"760"
2019-03-14,0.0148169977169031,2.01203302317476,"760"
2019-03-15,0.0151506448792044,5.28096139577999,"760"
2019-03-16,0.0151896296934236,3.01482028598582,"760"
2019-03-17,0.0148478024139065,0.633690788779528,"760"
2019-03-18,0.0147499544469996,0.633690788779528,"760"
2019-03-19,0.0147499544469996,0.633690788779528,"760"
2019-03-20,0.0147955101574452,1.01239994473885,"760"
2019-03-21,0.0149522661451752,2.68428631378756,"760"
2019-03-22,0.0158569469217329,3.00992729743212,"760"
2019-03-23,0.0157052774218016,0.929854245823025,"760"
2019-03-24,0.0149884133412073,1.99279196478242,"760"
2019-03-25,0.0150003832217091,0.660880772940497,"760"
2019-03-26,0.0147670108153001,0.633690788779528,"760"
2019-03-27,0.0147649822458492,0.633690788779528,"760"
2019-03-28,0.0151269336700573,2.23623629123375,"760"
2019-03-29,0.0158273865318517,5.4558462425606,"760"
2019-03-30,0.015688457332001,5.6380748417955,"760"
2019-03-31,0.0165575872710978,9.3554044134891,"760"
2019-04-01,0.0163345650467403,0.633690788779528,"760"
2019-04-02,0.0149386409528257,0.653541290109775,"760"
2019-04-03,0.0153464054686094,4.07985759231106,"760"
2019-04-04,0.0153286902562499,1.43351611472354,"760"
2019-04-05,0.0153894422704221,1.29361122603561,"760"
2019-04-06,0.0157751722294562,5.55867905763128,"760"
2019-04-07,0.0156471177381861,8.2382531498859,"760"
